Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2450.302	0.000000	0.000
ENST00000335137.4	1054	886.302	0.000000	0.000
ENST00000426406.3	995	827.302	0.000000	0.000
ENST00000420190.6	1578	1410.302	0.000000	0.000
ENST00000437963.5	387	219.691	0.069296	0.795
ENST00000342066.8	2557	2389.302	0.000000	0.000
ENST00000618181.4	2179	2011.302	0.000000	0.000
ENST00000622503.4	2557	2389.302	0.000000	0.000
ENST00000618323.4	2159	1991.302	0.000000	0.000
ENST00000616016.4	2391	2223.302	0.000000	0.000
ENST00000618779.4	2368	2200.302	0.000000	0.000
ENST00000616125.4	2230	2062.302	0.000000	0.000
ENST00000620200.4	1874	1706.302	0.013519	1.205
ENST00000617307.4	2314	2146.302	0.000000	0.000
ENST00000341065.8	2191	2023.302	0.000000	0.000
ENST00000455979.1	1731	1563.302	0.000000	0.000
ENST00000327044.7	2757	2589.302	14.053153	1900.565
ENST00000338591.8	2567	2399.302	1.317082	165.053
ENST00000622660.1	1950	1782.302	1.479181	137.698
ENST00000379410.8	3176	3008.302	0.300635	47.238
ENST00000379409.6	2455	2287.302	0.093462	11.166
ENST00000379407.7	2194	2026.302	0.166266	17.597
ENST00000491024.1	698	530.321	0.000000	0.000
ENST00000341290.6	3035	2867.302	0.000000	0.000
ENST00000433179.3	3340	3172.302	0.000000	0.000
ENST00000428771.6	1040	872.302	0.000000	0.000
ENST00000304952.10	899	731.309	0.167074	6.382
ENST00000484667.2	667	499.330	0.000000	0.000
ENST00000624697.4	787	619.313	0.000000	0.000
ENST00000624652.1	657	489.333	0.000000	0.000
ENST00000649529.1	637	469.337	19.295250	473.000
ENST00000379370.7	7326	7158.302	11.739318	4389.137
ENST00000620552.4	7394	7226.302	0.138428	52.248
ENST00000652369.1	7408	7240.302	0.023736	8.976
ENST00000651234.1	7477	7309.302	0.000000	0.000
ENST00000453464.3	1900	1732.302	0.000000	0.000
ENST00000379339.5	2429	2261.302	0.100805	11.906
ENST00000421241.6	1841	1673.302	2.595215	226.816
ENST00000379320.5	2324	2156.302	0.113175	12.746
ENST00000379319.5	1097	929.302	0.000000	0.000
ENST00000434641.5	842	674.311	0.000000	0.000
ENST00000462097.5	836	668.311	0.069999	2.443
ENST00000475119.5	740	572.317	0.000000	0.000
ENST00000442117.5	554	386.352	0.121145	2.445
ENST00000427787.5	575	407.348	0.000000	0.000
ENST00000480643.1	579	411.348	0.000000	0.000
ENST00000379290.6	2307	2139.302	0.000000	0.000
ENST00000379289.6	2288	2120.302	0.000000	0.000
ENST00000673999.1	568	400.351	0.000000	0.000
ENST00000379288.3	2114	1946.302	0.000000	0.000
ENST00000328596.10	851	683.311	0.000000	0.000
ENST00000379268.7	1083	915.302	0.238213	11.388
ENST00000486728.5	727	559.318	0.000000	0.000
ENST00000379265.5	705	537.320	0.057430	1.612
ENST00000379236.4	1075	907.302	0.093459	4.429
ENST00000360001.11	1956	1788.302	68.685212	6415.499
ENST00000660930.1	2137	1969.302	1.395378	143.526
ENST00000263741.12	2079	1911.302	2.671150	266.658
ENST00000655486.1	1089	921.302	82.835465	3986.069
ENST00000403997.2	728	560.318	0.445026	13.024
ENST00000379198.5	2805	2637.302	8.566351	1180.000
ENST00000330388.2	1036	868.302	0.000000	0.000
ENST00000347370.6	2387	2219.302	3.583005	415.327
ENST00000349431.10	1733	1565.302	13.833811	1131.010
ENST00000400929.6	1057	889.302	5.976783	277.615
ENST00000360466.6	1047	879.302	4.836825	222.139
ENST00000400930.8	1021	853.302	1.611017	71.801
ENST00000435198.5	1056	888.302	0.258348	11.986
ENST00000509720.5	472	304.396	0.095733	1.522
ENST00000422076.5	643	475.336	0.000000	0.000
ENST00000502382.1	530	362.358	0.063561	1.203
ENST00000488418.2	750	582.315	0.429462	13.062
ENST00000379116.10	3050	2882.302	0.221562	33.355
