Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2451.577	0.000000	0.000
ENST00000335137.4	1054	887.577	0.000000	0.000
ENST00000426406.3	995	828.577	0.085046	4.000
ENST00000420190.6	1578	1411.577	0.000000	0.000
ENST00000437963.5	387	221.863	0.000000	0.000
ENST00000342066.8	2557	2390.577	0.000000	0.000
ENST00000618181.4	2179	2012.577	0.000000	0.000
ENST00000622503.4	2557	2390.577	0.000000	0.000
ENST00000618323.4	2159	1992.577	0.000000	0.000
ENST00000616016.4	2391	2224.577	0.000000	0.000
ENST00000618779.4	2368	2201.577	0.000000	0.000
ENST00000616125.4	2230	2063.577	0.000000	0.000
ENST00000620200.4	1874	1707.577	0.000000	0.000
ENST00000617307.4	2314	2147.577	0.000000	0.000
ENST00000341065.8	2191	2024.577	0.000000	0.000
ENST00000455979.1	1731	1564.577	0.000000	0.000
ENST00000327044.7	2757	2590.577	2.490176	366.184
ENST00000338591.8	2567	2400.577	0.198928	27.107
ENST00000622660.1	1950	1783.577	0.125851	12.741
ENST00000379410.8	3176	3009.577	0.176808	30.205
ENST00000379409.6	2455	2288.577	0.427150	55.491
ENST00000379407.7	2194	2027.577	0.000000	0.000
ENST00000491024.1	698	531.588	0.000000	0.000
ENST00000341290.6	3035	2868.577	0.014152	2.304
ENST00000433179.3	3340	3173.577	0.000000	0.000
ENST00000428771.6	1040	873.577	0.432015	21.423
ENST00000304952.10	899	732.580	2.203294	91.622
ENST00000484667.2	667	500.594	0.424463	12.061
ENST00000624697.4	787	620.583	0.116261	4.095
ENST00000624652.1	657	490.597	0.000000	0.000
ENST00000649529.1	637	470.604	270.535554	7226.905
ENST00000379370.7	7326	7159.577	22.441083	9120.190
ENST00000620552.4	7394	7227.577	0.142436	58.437
ENST00000652369.1	7408	7241.577	0.042527	17.481
ENST00000651234.1	7477	7310.577	0.000000	0.000
ENST00000453464.3	1900	1733.577	0.101621	10.000
ENST00000379339.5	2429	2262.577	0.139357	17.898
