Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2442.518	0.000000	0.000
ENST00000335137.4	1054	878.518	0.000000	0.000
ENST00000426406.3	995	819.518	0.017793	0.500
ENST00000420190.6	1578	1402.518	0.000000	0.000
ENST00000437963.5	387	213.031	0.000000	0.000
ENST00000342066.8	2557	2381.518	0.000000	0.000
ENST00000618181.4	2179	2003.518	0.000000	0.000
ENST00000622503.4	2557	2381.518	0.000000	0.000
ENST00000618323.4	2159	1983.518	0.000000	0.000
ENST00000616016.4	2391	2215.518	0.000000	0.000
ENST00000618779.4	2368	2192.518	0.000000	0.000
ENST00000616125.4	2230	2054.518	0.000000	0.000
ENST00000620200.4	1874	1698.518	0.000000	0.000
ENST00000617307.4	2314	2138.518	0.000000	0.000
ENST00000341065.8	2191	2015.518	0.000000	0.000
ENST00000455979.1	1731	1555.518	0.000000	0.000
ENST00000327044.7	2757	2581.518	9.550644	845.430
ENST00000338591.8	2567	2391.518	0.436869	35.826
ENST00000622660.1	1950	1774.518	0.371749	22.620
ENST00000379410.8	3176	3000.518	0.103064	10.604
ENST00000379409.6	2455	2279.518	0.128661	10.057
ENST00000379407.7	2194	2018.518	0.178271	12.339
ENST00000491024.1	698	522.574	0.000000	0.000
ENST00000341290.6	3035	2859.518	0.000000	0.000
ENST00000433179.3	3340	3164.518	0.000000	0.000
ENST00000428771.6	1040	864.518	3.949105	117.069
ENST00000304952.10	899	723.533	5.394616	133.841
ENST00000484667.2	667	491.582	1.390753	23.443
ENST00000624697.4	787	611.554	0.548234	11.497
ENST00000624652.1	657	481.584	0.000000	0.000
ENST00000649529.1	637	461.589	1565.926575	24785.479
ENST00000379370.7	7326	7150.518	25.547617	6264.090
ENST00000620552.4	7394	7218.518	0.037314	9.236
ENST00000652369.1	7408	7232.518	0.111894	27.750
ENST00000651234.1	7477	7301.518	0.000000	0.000
ENST00000453464.3	1900	1724.518	0.000000	0.000
ENST00000379339.5	2429	2253.518	0.084079	6.497
ENST00000421241.6	1841	1665.518	0.440069	25.133
ENST00000379320.5	2324	2148.518	0.000000	0.000
ENST00000379319.5	1097	921.518	0.052117	1.647
ENST00000434641.5	842	666.544	0.000000	0.000
ENST00000462097.5	836	660.547	0.000000	0.000
ENST00000475119.5	740	564.566	0.000000	0.000
ENST00000442117.5	554	378.668	0.093758	1.217
ENST00000427787.5	575	399.637	0.000000	0.000
ENST00000480643.1	579	403.633	0.000000	0.000
ENST00000379290.6	2307	2131.518	0.000000	0.000
ENST00000379289.6	2288	2112.518	0.000000	0.000
ENST00000673999.1	568	392.646	0.000000	0.000
ENST00000379288.3	2114	1938.518	0.000000	0.000
ENST00000328596.10	851	675.542	0.000000	0.000
ENST00000379268.7	1083	907.518	0.511220	15.909
ENST00000486728.5	727	551.568	0.163449	3.091
ENST00000379265.5	705	529.572	0.000000	0.000
ENST00000379236.4	1075	899.518	22.548900	695.513
ENST00000360001.11	1956	1780.518	45.761388	2793.931
ENST00000660930.1	2137	1961.518	3.278876	220.540
ENST00000263741.12	2079	1903.518	0.000000	0.000
ENST00000655486.1	1089	913.518	40.137213	1257.287
ENST00000403997.2	728	552.568	0.000000	0.000
ENST00000379198.5	2805	2629.518	4.946139	445.977
ENST00000330388.2	1036	860.518	0.000000	0.000
ENST00000347370.6	2387	2211.518	1.088213	82.523
ENST00000349431.10	1733	1557.518	4.998255	266.945
ENST00000400929.6	1057	881.518	0.914452	27.642
ENST00000360466.6	1047	871.518	1.260284	37.663
ENST00000400930.8	1021	845.518	0.377694	10.950
ENST00000435198.5	1056	880.518	0.278732	8.416
ENST00000509720.5	472	296.933	0.000000	0.000
ENST00000422076.5	643	467.587	0.000000	0.000
ENST00000502382.1	530	354.714	0.000000	0.000
ENST00000488418.2	750	574.566	0.663559	13.073
ENST00000379116.10	3050	2874.518	0.000000	0.000
ENST00000338555.6	3475	3299.518	0.016830	1.904
ENST00000400928.7	2731	2555.518	0.035329	3.096
ENST00000470022.1	645	469.586	0.000000	0.000
ENST00000325425.12	2679	2503.518	0.000000	0.000
ENST00000379099.3	923	747.525	0.000000	0.000
ENST00000354700.10	3793	3617.518	1.914163	237.443
ENST00000353662.4	2280	2104.518	0.289704	20.906
ENST00000379031.10	1257	1081.518	2.479151	91.940
ENST00000467712.1	877	701.537	0.000000	0.000
ENST00000540437.5	2629	2453.518	0.000000	0.000
ENST00000545578.5	2263	2087.518	0.000000	0.000
ENST00000620829.4	1862	1686.518	0.000000	0.000
ENST00000618806.4	1523	1347.518	0.000000	0.000
ENST00000435064.5	2148	1972.518	8.772668	593.366
ENST00000411962.5	1832	1656.518	0.000000	0.000
ENST00000421495.6	1868	1692.518	0.000000	0.000
ENST00000419704.5	1798	1622.518	0.000000	0.000
ENST00000450926.6	1839	1663.518	0.000000	0.000
ENST00000434694.6	1056	880.518	0.000000	0.000
ENST00000526332.5	579	403.633	0.000000	0.000
ENST00000527719.5	750	574.566	0.000000	0.000
ENST00000530031.5	800	624.552	0.106289	2.276
ENST00000429572.5	1104	928.518	0.554947	17.669
ENST00000534345.5	485	309.861	0.000000	0.000
ENST00000498476.6	554	378.668	0.000000	0.000
ENST00000343938.9	2154	1978.518	3.492588	236.950
ENST00000488011.1	783	607.555	0.000000	0.000
ENST00000339381.6	3475	3299.518	0.008839	1.000
ENST00000378891.9	2926	2750.518	2.610594	246.220
ENST00000378888.10	3305	3129.518	0.879915	94.425
ENST00000610709.2	2268	2092.518	0.000000	0.000
ENST00000632445.1	785	609.555	0.000000	0.000
