Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2443.855	0.000000	0.000
ENST00000335137.4	1054	879.855	0.000000	0.000
ENST00000426406.3	995	820.859	0.000000	0.000
ENST00000420190.6	1578	1403.855	0.000000	0.000
ENST00000437963.5	387	214.527	0.000000	0.000
ENST00000342066.8	2557	2382.855	0.000000	0.000
ENST00000618181.4	2179	2004.855	0.012526	1.097
ENST00000622503.4	2557	2382.855	0.000000	0.000
ENST00000618323.4	2159	1984.855	0.000000	0.000
ENST00000616016.4	2391	2216.855	0.000000	0.000
ENST00000618779.4	2368	2193.855	0.000000	0.000
ENST00000616125.4	2230	2055.855	0.000000	0.000
ENST00000620200.4	1874	1699.855	0.000000	0.000
ENST00000617307.4	2314	2139.855	0.000000	0.000
ENST00000341065.8	2191	2016.855	0.000000	0.000
ENST00000455979.1	1731	1556.855	0.000000	0.000
ENST00000327044.7	2757	2582.855	2.610458	294.442
ENST00000338591.8	2567	2392.855	0.477563	49.903
ENST00000622660.1	1950	1775.855	0.208810	16.194
ENST00000379410.8	3176	3001.855	0.280263	36.740
ENST00000379409.6	2455	2280.855	0.205310	20.450
ENST00000379407.7	2194	2019.855	0.077207	6.810
ENST00000491024.1	698	523.934	0.000000	0.000
ENST00000341290.6	3035	2860.855	0.000000	0.000
ENST00000433179.3	3340	3165.855	0.000000	0.000
ENST00000428771.6	1040	865.855	0.109411	4.137
ENST00000304952.10	899	724.911	0.637511	20.182
ENST00000484667.2	667	492.938	0.000000	0.000
ENST00000624697.4	787	612.920	0.000000	0.000
ENST00000624652.1	657	482.940	0.000000	0.000
ENST00000649529.1	637	462.946	95.910275	1939.000
ENST00000379370.7	7326	7151.855	11.040806	3448.277
ENST00000620552.4	7394	7219.855	0.014944	4.712
ENST00000652369.1	7408	7233.855	0.020764	6.559
ENST00000651234.1	7477	7302.855	0.000000	0.000
ENST00000453464.3	1900	1725.855	0.066341	5.000
ENST00000379339.5	2429	2254.855	0.000000	0.000
ENST00000421241.6	1841	1666.855	0.392861	28.597
ENST00000379320.5	2324	2149.855	0.023965	2.250
ENST00000379319.5	1097	922.855	0.000000	0.000
ENST00000434641.5	842	667.914	0.075433	2.200
ENST00000462097.5	836	661.914	0.000000	0.000
ENST00000475119.5	740	565.925	0.050487	1.248
ENST00000442117.5	554	380.015	0.000000	0.000
ENST00000427787.5	575	400.991	0.276684	4.845
ENST00000480643.1	579	404.987	0.113085	2.000
ENST00000379290.6	2307	2132.855	0.000000	0.000
ENST00000379289.6	2288	2113.855	0.000000	0.000
ENST00000673999.1	568	393.998	0.000000	0.000
ENST00000379288.3	2114	1939.855	0.000000	0.000
ENST00000328596.10	851	676.913	0.000000	0.000
ENST00000379268.7	1083	908.855	6.444705	255.788
