Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2440.131	0.000000	0.000
ENST00000335137.4	1054	876.131	0.000000	0.000
ENST00000426406.3	995	817.132	0.000000	0.000
ENST00000420190.6	1578	1400.131	0.000000	0.000
ENST00000437963.5	387	214.608	0.000000	0.000
ENST00000342066.8	2557	2379.131	0.000000	0.000
ENST00000618181.4	2179	2001.131	0.000000	0.000
ENST00000622503.4	2557	2379.131	0.000000	0.000
ENST00000618323.4	2159	1981.131	0.000000	0.000
ENST00000616016.4	2391	2213.131	0.000000	0.000
ENST00000618779.4	2368	2190.131	0.000000	0.000
ENST00000616125.4	2230	2052.131	0.000000	0.000
ENST00000620200.4	1874	1696.131	0.167328	7.000
ENST00000617307.4	2314	2136.131	0.000000	0.000
ENST00000341065.8	2191	2013.131	0.000000	0.000
ENST00000455979.1	1731	1553.131	0.000000	0.000
ENST00000327044.7	2757	2579.131	17.300121	1100.506
ENST00000338591.8	2567	2389.131	0.592556	34.917
ENST00000622660.1	1950	1772.131	0.747278	32.662
ENST00000379410.8	3176	2998.131	0.270464	20.000
ENST00000379409.6	2455	2277.131	0.000000	0.000
ENST00000379407.7	2194	2016.131	0.000000	0.000
ENST00000491024.1	698	520.269	0.000000	0.000
ENST00000341290.6	3035	2857.131	0.000000	0.000
ENST00000433179.3	3340	3162.131	0.000000	0.000
ENST00000428771.6	1040	862.131	0.069190	1.471
ENST00000304952.10	899	721.158	0.184158	3.276
ENST00000484667.2	667	489.338	0.000000	0.000
ENST00000624697.4	787	609.203	0.000000	0.000
ENST00000624652.1	657	479.369	0.000000	0.000
ENST00000649529.1	637	459.414	18.268225	207.000
ENST00000379370.7	7326	7148.131	3.336212	588.188
ENST00000620552.4	7394	7216.131	0.000000	0.000
ENST00000652369.1	7408	7230.131	0.000000	0.000
ENST00000651234.1	7477	7299.131	0.000000	0.000
ENST00000453464.3	1900	1722.131	0.000000	0.000
ENST00000379339.5	2429	2251.131	0.231174	12.835
ENST00000421241.6	1841	1663.131	1.038614	42.604
ENST00000379320.5	2324	2146.131	0.060737	3.215
ENST00000379319.5	1097	919.131	0.000000	0.000
ENST00000434641.5	842	664.179	0.000000	0.000
ENST00000462097.5	836	658.182	0.000000	0.000
ENST00000475119.5	740	562.229	0.000000	0.000
ENST00000442117.5	554	376.866	0.130061	1.209
ENST00000427787.5	575	397.708	0.000000	0.000
ENST00000480643.1	579	401.686	0.000000	0.000
ENST00000379290.6	2307	2129.131	0.000000	0.000
ENST00000379289.6	2288	2110.131	0.000000	0.000
ENST00000673999.1	568	390.749	0.000000	0.000
ENST00000379288.3	2114	1936.131	0.000000	0.000
ENST00000328596.10	851	673.174	0.000000	0.000
ENST00000379268.7	1083	905.131	0.268763	6.000
ENST00000486728.5	727	549.238	0.000000	0.000
ENST00000379265.5	705	527.258	0.000000	0.000
ENST00000379236.4	1075	897.131	2.056549	45.506
ENST00000360001.11	1956	1778.131	26.668172	1169.572
ENST00000660930.1	2137	1959.131	1.622291	78.390
ENST00000263741.12	2079	1901.131	4.227953	198.250
ENST00000655486.1	1089	911.131	128.411361	2885.720
ENST00000403997.2	728	550.237	0.982051	13.328
ENST00000379198.5	2805	2627.131	5.509555	357.000
ENST00000330388.2	1036	858.131	0.000000	0.000
ENST00000347370.6	2387	2209.131	2.224776	121.221
ENST00000349431.10	1733	1555.131	9.734003	373.361
ENST00000400929.6	1057	879.131	0.804067	17.435
ENST00000360466.6	1047	869.131	8.234602	176.522
ENST00000400930.8	1021	843.131	0.000000	0.000
ENST00000435198.5	1056	878.131	0.000000	0.000
ENST00000509720.5	472	296.120	0.000000	0.000
ENST00000422076.5	643	465.396	0.000000	0.000
ENST00000502382.1	530	353.108	0.136750	1.191
ENST00000488418.2	750	572.224	0.071674	1.012
ENST00000379116.10	3050	2872.131	0.000000	0.000
ENST00000338555.6	3475	3297.131	0.000000	0.000
ENST00000400928.7	2731	2553.131	0.148551	9.354
ENST00000470022.1	645	467.391	0.000000	0.000
ENST00000325425.12	2679	2501.131	0.000000	0.000
ENST00000379099.3	923	745.147	0.000000	0.000
ENST00000354700.10	3793	3615.131	4.013059	357.824
ENST00000353662.4	2280	2102.131	0.000000	0.000
ENST00000379031.10	1257	1079.131	6.636898	176.648
ENST00000467712.1	877	699.166	0.000000	0.000
ENST00000540437.5	2629	2451.131	0.000000	0.000
ENST00000545578.5	2263	2085.131	0.633776	32.594
ENST00000620829.4	1862	1684.131	0.000000	0.000
ENST00000618806.4	1523	1345.131	0.000000	0.000
ENST00000435064.5	2148	1970.131	18.285856	888.547
ENST00000411962.5	1832	1654.131	0.000000	0.000
ENST00000421495.6	1868	1690.131	0.471768	19.666
ENST00000419704.5	1798	1620.131	0.000000	0.000
ENST00000450926.6	1839	1661.131	0.000000	0.000
ENST00000434694.6	1056	878.131	0.000000	0.000
ENST00000526332.5	579	401.686	1.603523	15.887
ENST00000527719.5	750	572.224	0.000000	0.000
ENST00000530031.5	800	622.196	0.000000	0.000
ENST00000429572.5	1104	926.131	2.255299	51.517
ENST00000534345.5	485	308.836	0.000000	0.000
ENST00000498476.6	554	376.866	0.000000	0.000
ENST00000343938.9	2154	1976.131	7.591298	370.000
ENST00000488011.1	783	605.204	0.000000	0.000
ENST00000339381.6	3475	3297.131	0.036891	3.000
ENST00000378891.9	2926	2748.131	6.860050	464.980
ENST00000378888.10	3305	3127.131	0.273807	21.118
ENST00000610709.2	2268	2090.131	0.000000	0.000
ENST00000632445.1	785	607.203	1.387501	20.780
ENST00000631679.1	778	600.207	0.000000	0.000
ENST00000342753.8	2231	2053.131	0.000000	0.000
ENST00000309212.10	2273	2095.131	0.000000	0.000
ENST00000445648.5	2001	1823.131	0.088955	4.000
ENST00000477278.3	2728	2550.131	0.000000	0.000
ENST00000338370.7	1072	894.131	0.450194	9.928
ENST00000338338.9	1047	869.131	7.881179	168.945
ENST00000321751.9	798	620.197	43.026681	658.169
ENST00000378853.3	875	697.167	5.072663	87.225
ENST00000400809.8	3112	2934.131	5.932228	429.306
ENST00000408952.8	1857	1679.131	0.000000	0.000
ENST00000408918.8	1186	1008.131	16.866166	419.376
ENST00000497013.1	548	370.927	0.507180	4.640
ENST00000344843.12	700	522.266	80.179917	1032.827
ENST00000492508.1	588	410.621	4.658409	47.179
ENST00000482352.1	1049	871.131	1.479231	31.783
ENST00000520296.5	1632	1454.131	0.027912	1.001
ENST00000427211.3	1976	1798.131	0.000000	0.000
ENST00000537107.5	2190	2012.131	0.000000	0.000
ENST00000454272.2	1506	1328.131	0.000000	0.000
ENST00000442470.1	876	698.167	0.000000	0.000
ENST00000378821.3	492	315.702	0.000000	0.000
ENST00000495558.1	819	641.189	0.000000	0.000
ENST00000338660.5	2147	1969.131	0.463710	22.521
ENST00000476993.2	4492	4314.131	0.013898	1.479
ENST00000471398.1	458	282.491	0.000000	0.000
ENST00000378785.7	3864	3686.131	0.110080	10.008
ENST00000475091.2	525	348.176	0.000000	0.000
ENST00000673477.1	4098	3920.131	0.096160	9.297
ENST00000308647.8	2114	1936.131	2.157244	103.016
ENST00000378756.8	2481	2303.131	2.652468	150.674
ENST00000378755.9	2612	2434.131	0.000000	0.000
ENST00000536055.6	2330	2152.131	3.860328	204.910
ENST00000400830.4	830	652.187	0.161074	2.591
ENST00000378733.9	1381	1203.131	0.000000	0.000
ENST00000425828.1	717	539.247	0.000000	0.000
ENST00000624426.1	796	618.198	0.000000	0.000
ENST00000291386.4	1284	1106.131	104.133792	2840.980
ENST00000359060.5	4176	3998.131	3.758269	370.608
ENST00000422725.4	2124	1946.131	2.958328	142.000
ENST00000520777.5	3321	3143.131	0.106544	8.260
ENST00000355826.9	3290	3112.131	0.000000	0.000
ENST00000518681.5	3116	2938.131	0.000000	0.000
