Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2447.259	0.000000	0.000
ENST00000335137.4	1054	883.259	0.000000	0.000
ENST00000426406.3	995	824.259	0.000000	0.000
ENST00000420190.6	1578	1407.259	0.000000	0.000
ENST00000437963.5	387	217.026	0.000000	0.000
ENST00000342066.8	2557	2386.259	0.000000	0.000
ENST00000618181.4	2179	2008.259	0.000000	0.000
ENST00000622503.4	2557	2386.259	0.000000	0.000
ENST00000618323.4	2159	1988.259	0.000000	0.000
ENST00000616016.4	2391	2220.259	0.000000	0.000
ENST00000618779.4	2368	2197.259	0.000000	0.000
ENST00000616125.4	2230	2059.259	0.000000	0.000
ENST00000620200.4	1874	1703.259	0.007852	1.098
ENST00000617307.4	2314	2143.259	0.000000	0.000
ENST00000341065.8	2191	2020.259	0.000000	0.000
ENST00000455979.1	1731	1560.259	0.007810	1.000
ENST00000327044.7	2757	2586.259	2.440246	517.919
ENST00000338591.8	2567	2396.259	0.347933	68.420
ENST00000622660.1	1950	1779.259	0.257873	37.653
ENST00000379410.8	3176	3005.259	0.331297	81.706
ENST00000379409.6	2455	2284.259	0.260516	48.836
ENST00000379407.7	2194	2023.259	0.136259	22.624
ENST00000491024.1	698	527.278	0.096462	4.174
ENST00000341290.6	3035	2864.259	0.011316	2.660
ENST00000433179.3	3340	3169.259	0.000000	0.000
ENST00000428771.6	1040	869.259	0.348877	24.887
ENST00000304952.10	899	728.265	2.872832	171.694
ENST00000484667.2	667	496.280	0.332116	13.526
ENST00000624697.4	787	616.274	0.000000	0.000
ENST00000624652.1	657	486.281	0.150065	5.989
ENST00000649529.1	637	466.282	288.512767	11040.011
ENST00000379370.7	7326	7155.259	14.675518	8617.373
ENST00000620552.4	7394	7223.259	0.228769	135.608
ENST00000652369.1	7408	7237.259	0.123055	73.085
ENST00000651234.1	7477	7306.259	0.000000	0.000
ENST00000453464.3	1900	1729.259	0.049327	7.000
ENST00000379339.5	2429	2258.259	0.000000	0.000
ENST00000421241.6	1841	1670.259	0.716296	98.182
ENST00000379320.5	2324	2153.259	0.131697	23.272
ENST00000379319.5	1097	926.259	0.000000	0.000
ENST00000434641.5	842	671.267	0.037216	2.050
ENST00000462097.5	836	665.267	0.000000	0.000
