Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2425.327	0.000000	0.000
ENST00000335137.4	1054	861.327	0.000000	0.000
ENST00000426406.3	995	802.327	0.000000	0.000
ENST00000420190.6	1578	1385.327	0.027164	1.000
ENST00000437963.5	387	202.304	0.000000	0.000
ENST00000342066.8	2557	2364.327	0.000000	0.000
ENST00000618181.4	2179	1986.327	0.000000	0.000
ENST00000622503.4	2557	2364.327	0.000000	0.000
ENST00000618323.4	2159	1966.327	0.000000	0.000
ENST00000616016.4	2391	2198.327	0.000000	0.000
ENST00000618779.4	2368	2175.327	0.000000	0.000
ENST00000616125.4	2230	2037.327	0.000000	0.000
ENST00000620200.4	1874	1681.327	0.000000	0.000
ENST00000617307.4	2314	2121.327	0.000000	0.000
ENST00000341065.8	2191	1998.327	0.000000	0.000
ENST00000455979.1	1731	1538.327	0.000000	0.000
ENST00000327044.7	2757	2564.327	16.782260	1143.604
ENST00000338591.8	2567	2374.327	0.623257	39.324
ENST00000622660.1	1950	1757.327	0.815037	38.061
ENST00000379410.8	3176	2983.327	0.993274	78.745
ENST00000379409.6	2455	2262.327	0.238224	14.322
ENST00000379407.7	2194	2001.327	0.000000	0.000
ENST00000491024.1	698	505.568	0.000000	0.000
ENST00000341290.6	3035	2842.327	0.000000	0.000
ENST00000433179.3	3340	3147.327	0.000000	0.000
ENST00000428771.6	1040	847.327	0.000000	0.000
ENST00000304952.10	899	706.374	0.641334	12.038
ENST00000484667.2	667	474.653	0.000000	0.000
ENST00000624697.4	787	594.454	0.000000	0.000
ENST00000624652.1	657	464.699	0.000000	0.000
ENST00000649529.1	637	444.789	79.189964	936.000
ENST00000379370.7	7326	7133.327	3.360709	637.052
ENST00000620552.4	7394	7201.327	0.047000	8.994
ENST00000652369.1	7408	7215.327	0.000000	0.000
ENST00000651234.1	7477	7284.327	0.000000	0.000
ENST00000453464.3	1900	1707.327	0.000000	0.000
ENST00000379339.5	2429	2236.327	0.000000	0.000
ENST00000421241.6	1841	1648.327	1.869667	81.895
ENST00000379320.5	2324	2131.327	0.000000	0.000
ENST00000379319.5	1097	904.327	0.076526	1.839
ENST00000434641.5	842	649.402	0.000000	0.000
ENST00000462097.5	836	643.406	0.070503	1.205
ENST00000475119.5	740	547.492	0.000000	0.000
ENST00000442117.5	554	362.515	0.292135	2.814
ENST00000427787.5	575	383.271	0.000000	0.000
ENST00000480643.1	579	387.228	0.000000	0.000
ENST00000379290.6	2307	2114.327	0.000000	0.000
ENST00000379289.6	2288	2095.327	0.000000	0.000
ENST00000673999.1	568	376.344	0.000000	0.000
ENST00000379288.3	2114	1921.327	0.000000	0.000
ENST00000328596.10	851	658.401	0.000000	0.000
ENST00000379268.7	1083	890.327	0.499136	11.809
ENST00000486728.5	727	534.509	0.717467	10.191
ENST00000379265.5	705	512.552	0.000000	0.000
ENST00000379236.4	1075	882.327	0.682399	16.000
ENST00000360001.11	1956	1763.327	28.645116	1342.256
ENST00000660930.1	2137	1944.327	0.588581	30.411
ENST00000263741.12	2079	1886.327	5.207858	261.053
ENST00000655486.1	1089	896.327	104.088569	2479.255
ENST00000403997.2	728	535.507	0.241425	3.436
ENST00000379198.5	2805	2612.327	4.566463	317.000
ENST00000330388.2	1036	843.327	0.106996	2.398
ENST00000347370.6	2387	2194.327	1.284006	74.872
ENST00000349431.10	1733	1540.327	8.562128	350.466
ENST00000400929.6	1057	864.327	0.638958	14.676
ENST00000360466.6	1047	854.327	3.622022	82.229
ENST00000400930.8	1021	828.327	1.900712	41.838
ENST00000435198.5	1056	863.327	0.100473	2.305
ENST00000509720.5	472	282.439	0.000000	0.000
ENST00000422076.5	643	450.758	0.000000	0.000
ENST00000502382.1	530	338.908	0.312815	2.817
ENST00000488418.2	750	557.480	0.480743	7.122
ENST00000379116.10	3050	2857.327	0.000000	0.000
ENST00000338555.6	3475	3282.327	0.034264	2.989
ENST00000400928.7	2731	2538.327	0.325823	21.978
ENST00000470022.1	645	452.749	0.000000	0.000
ENST00000325425.12	2679	2486.327	0.000000	0.000
ENST00000379099.3	923	730.353	0.000000	0.000
ENST00000354700.10	3793	3600.327	3.772238	360.905
ENST00000353662.4	2280	2087.327	0.000000	0.000
ENST00000379031.10	1257	1064.327	2.807520	79.405
ENST00000467712.1	877	684.386	0.164586	2.993
ENST00000540437.5	2629	2436.327	0.000000	0.000
ENST00000545578.5	2263	2070.327	0.000000	0.000
ENST00000620829.4	1862	1669.327	0.000000	0.000
ENST00000618806.4	1523	1330.327	0.000000	0.000
ENST00000435064.5	2148	1955.327	21.050205	1093.774
ENST00000411962.5	1832	1639.327	0.000000	0.000
ENST00000421495.6	1868	1675.327	0.224495	9.994
ENST00000419704.5	1798	1605.327	0.000000	0.000
ENST00000450926.6	1839	1646.327	0.000000	0.000
ENST00000434694.6	1056	863.327	0.000000	0.000
ENST00000526332.5	579	387.228	0.294546	3.031
ENST00000527719.5	750	557.480	0.000000	0.000
ENST00000530031.5	800	607.438	0.000000	0.000
ENST00000429572.5	1104	911.327	1.521878	36.856
ENST00000534345.5	485	294.993	2.097196	16.440
ENST00000498476.6	554	362.515	0.740007	7.129
ENST00000343938.9	2154	1961.327	8.580375	447.206
ENST00000488011.1	783	590.455	0.327027	5.131
ENST00000339381.6	3475	3282.327	0.183437	16.000
ENST00000378891.9	2926	2733.327	9.220220	669.707
ENST00000378888.10	3305	3112.327	0.087838	7.265
ENST00000610709.2	2268	2075.327	0.000000	0.000
ENST00000632445.1	785	592.454	0.912337	14.364
ENST00000631679.1	778	585.458	1.949358	30.328
ENST00000342753.8	2231	2038.327	0.000000	0.000
ENST00000309212.10	2273	2080.327	0.000000	0.000
ENST00000445648.5	2001	1808.327	0.000000	0.000
ENST00000477278.3	2728	2535.327	0.000000	0.000
ENST00000338370.7	1072	879.327	1.049082	24.514
ENST00000338338.9	1047	854.327	8.689567	197.276
ENST00000321751.9	798	605.439	44.405181	714.424
ENST00000378853.3	875	682.386	8.798629	159.550
ENST00000400809.8	3112	2919.327	4.964591	385.139
ENST00000408952.8	1857	1664.327	0.000000	0.000
ENST00000408918.8	1186	993.327	12.482144	329.483
ENST00000497013.1	548	356.609	0.000000	0.000
ENST00000344843.12	700	507.562	63.563949	857.337
ENST00000492508.1	588	396.132	4.515806	47.536
ENST00000482352.1	1049	856.327	0.674973	15.360
ENST00000520296.5	1632	1439.327	0.052290	2.000
ENST00000427211.3	1976	1783.327	0.000000	0.000
ENST00000537107.5	2190	1997.327	0.000000	0.000
ENST00000454272.2	1506	1313.327	0.000000	0.000
ENST00000442470.1	876	683.386	0.000000	0.000
ENST00000378821.3	492	301.779	0.000000	0.000
ENST00000495558.1	819	626.420	0.060073	1.000
ENST00000338660.5	2147	1954.327	0.134787	7.000
ENST00000476993.2	4492	4299.327	0.000000	0.000
ENST00000471398.1	458	268.926	0.000000	0.000
ENST00000378785.7	3864	3671.327	0.082614	8.060
ENST00000475091.2	525	333.993	0.000000	0.000
ENST00000673477.1	4098	3905.327	0.020329	2.110
ENST00000308647.8	2114	1921.327	1.630515	83.249
ENST00000378756.8	2481	2288.327	3.225004	196.110
ENST00000378755.9	2612	2419.327	0.000000	0.000
ENST00000536055.6	2330	2137.327	3.136128	178.122
ENST00000400830.4	830	637.413	0.246867	4.182
ENST00000378733.9	1381	1188.327	0.000000	0.000
ENST00000425828.1	717	524.527	0.071743	1.000
ENST00000624426.1	796	603.440	0.062361	1.000
ENST00000291386.4	1284	1091.327	104.603689	3033.567
ENST00000359060.5	4176	3983.327	2.238358	236.934
ENST00000422725.4	2124	1931.327	2.649911	136.000
ENST00000520777.5	3321	3128.327	0.057679	4.795
ENST00000355826.9	3290	3097.327	0.490668	40.386
ENST00000518681.5	3116	2923.327	0.000000	0.000
ENST00000505820.6	3305	3112.327	0.000000	0.000
ENST00000378712.5	2890	2697.327	0.000000	0.000
ENST00000510793.5	889	696.379	0.000000	0.000
ENST00000504599.5	3311	3118.327	0.000000	0.000
ENST00000503789.5	576	384.262	0.000000	0.000
ENST00000378708.5	3012	2819.327	0.000000	0.000
ENST00000514234.5	2562	2369.327	0.000000	0.000
ENST00000483015.1	1058	865.327	0.000000	0.000
ENST00000472264.1	556	364.493	0.000000	0.000
ENST00000356026.10	1248	1055.327	0.000000	0.000
ENST00000378675.7	1309	1116.327	0.000000	0.000
ENST00000479814.5	903	710.370	0.000000	0.000
ENST00000435358.5	750	557.480	0.000000	0.000
ENST00000503792.1	799	606.439	0.000000	0.000
ENST00000341832.10	2998	2805.327	7.389181	550.848
ENST00000407249.7	2677	2484.327	1.868566	123.359
ENST00000340677.9	2534	2341.327	3.149321	195.943
ENST00000629289.2	2490	2297.327	0.471202	28.766
ENST00000626918.2	2457	2264.327	0.000000	0.000
ENST00000629312.2	2496	2303.327	0.000000	0.000
ENST00000614300.4	2156	1963.327	0.088909	4.639
ENST00000617444.5	6434	6241.327	2.682093	444.839
ENST00000611123.1	5948	5755.327	12.584739	1924.713
ENST00000404249.8	2984	2791.327	5.700255	422.821
ENST00000356200.7	2653	2460.327	0.000000	0.000
ENST00000378638.6	2429	2236.327	0.000000	0.000
ENST00000357760.6	2446	2253.327	0.000000	0.000
ENST00000358779.9	2419	2226.327	1.893480	112.021
ENST00000378633.5	2458	2265.327	0.000000	0.000
ENST00000479362.1	700	507.562	4.291810	57.887
ENST00000401096.2	450	261.268	1.016216	7.055
ENST00000355439.7	2156	1963.327	0.000000	0.000
ENST00000643905.1	6293	6100.327	1.426604	231.264
ENST00000341426.9	3235	3042.327	0.000000	0.000
ENST00000341991.7	3098	2905.327	63.274221	4885.102
ENST00000378625.5	3653	3460.327	15.393038	1415.446
ENST00000342348.9	1722	1529.327	2.463064	100.099
ENST00000469045.5	890	697.379	0.580743	10.762
ENST00000610897.4	3145	2952.327	9.809117	769.567
ENST00000615252.4	3048	2855.327	0.295712	22.438
ENST00000378609.9	3163	2970.327	146.786620	11586.240
ENST00000439272.6	602	410.011	0.248279	2.705
ENST00000434686.6	684	491.607	0.000000	0.000
ENST00000437146.1	423	235.688	0.000000	0.000
ENST00000378604.3	769	576.466	0.000000	0.000
ENST00000307786.8	670	477.645	0.000000	0.000
ENST00000378602.3	1118	925.327	0.772692	19.000
ENST00000310991.8	935	742.346	0.000000	0.000
ENST00000378598.4	483	293.053	0.000000	0.000
ENST00000416272.1	313	137.473	0.000000	0.000
ENST00000642590.1	3476	3283.327	0.000000	0.000
ENST00000493964.5	5247	5054.327	0.000000	0.000
ENST00000378590.4	441	252.696	0.000000	0.000
ENST00000638411.1	1282	1089.327	0.000000	0.000
ENST00000378585.7	1914	1721.327	0.000000	0.000
ENST00000640067.1	1632	1439.327	0.000000	0.000
ENST00000638771.1	1707	1514.327	0.000000	0.000
ENST00000640949.1	1684	1491.327	0.000000	0.000
ENST00000640030.1	1578	1385.327	0.000000	0.000
ENST00000640981.1	960	767.338	0.000000	0.000
ENST00000638763.1	504	313.470	0.000000	0.000
ENST00000638804.1	523	332.035	0.000000	0.000
ENST00000378567.8	2385	2192.327	0.000000	0.000
ENST00000468310.5	690	497.588	0.000000	0.000
