Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2435.402	0.000000	0.000
ENST00000335137.4	1054	871.402	0.000000	0.000
ENST00000426406.3	995	812.403	0.000000	0.000
ENST00000420190.6	1578	1395.402	0.000000	0.000
ENST00000437963.5	387	207.968	0.074488	0.788
ENST00000342066.8	2557	2374.402	0.000000	0.000
ENST00000618181.4	2179	1996.402	0.000000	0.000
ENST00000622503.4	2557	2374.402	0.000000	0.000
ENST00000618323.4	2159	1976.402	0.000000	0.000
ENST00000616016.4	2391	2208.402	0.000000	0.000
ENST00000618779.4	2368	2185.402	0.000000	0.000
ENST00000616125.4	2230	2047.402	0.000000	0.000
ENST00000620200.4	1874	1691.402	0.014086	1.212
ENST00000617307.4	2314	2131.402	0.000000	0.000
ENST00000341065.8	2191	2008.402	0.000000	0.000
ENST00000455979.1	1731	1548.402	0.000000	0.000
ENST00000327044.7	2757	2574.402	19.871117	2602.323
ENST00000338591.8	2567	2384.402	1.616288	196.047
ENST00000622660.1	1950	1767.402	0.886353	79.690
ENST00000379410.8	3176	2993.402	0.486063	74.015
ENST00000379409.6	2455	2272.402	0.040874	4.725
ENST00000379407.7	2194	2011.402	0.129593	13.260
ENST00000491024.1	698	515.456	0.000000	0.000
ENST00000341290.6	3035	2852.402	0.000000	0.000
ENST00000433179.3	3340	3157.402	0.000000	0.000
ENST00000428771.6	1040	857.402	0.181855	7.932
ENST00000304952.10	899	716.415	0.000000	0.000
ENST00000484667.2	667	484.486	0.000000	0.000
ENST00000624697.4	787	604.431	0.000000	0.000
ENST00000624652.1	657	474.497	0.000000	0.000
ENST00000649529.1	637	454.519	55.316670	1279.000
ENST00000379370.7	7326	7143.402	15.043741	5466.678
ENST00000620552.4	7394	7211.402	0.000000	0.000
ENST00000652369.1	7408	7225.402	0.029844	10.969
ENST00000651234.1	7477	7294.402	0.000000	0.000
ENST00000453464.3	1900	1717.402	0.000000	0.000
ENST00000379339.5	2429	2246.402	0.194375	22.212
ENST00000421241.6	1841	1658.402	2.683972	226.428
ENST00000379320.5	2324	2141.402	0.196387	21.393
ENST00000379319.5	1097	914.402	0.000000	0.000
ENST00000434641.5	842	659.421	0.000000	0.000
ENST00000462097.5	836	653.421	0.000000	0.000
ENST00000475119.5	740	557.441	0.000000	0.000
ENST00000442117.5	554	371.696	0.000000	0.000
ENST00000427787.5	575	392.635	0.108249	2.162
ENST00000480643.1	579	396.626	0.000000	0.000
ENST00000379290.6	2307	2124.402	0.000000	0.000
ENST00000379289.6	2288	2105.402	0.000000	0.000
ENST00000673999.1	568	385.655	0.000000	0.000
ENST00000379288.3	2114	1931.402	0.000000	0.000
ENST00000328596.10	851	668.421	0.000000	0.000
ENST00000379268.7	1083	900.402	6.159303	282.118
ENST00000486728.5	727	544.443	2.143149	59.356
ENST00000379265.5	705	522.450	0.584179	15.526
ENST00000379236.4	1075	892.402	10.757231	488.341
ENST00000360001.11	1956	1773.402	80.853699	7294.065
ENST00000660930.1	2137	1954.402	6.815380	677.589
ENST00000263741.12	2079	1896.402	0.000000	0.000
ENST00000655486.1	1089	906.402	71.668555	3304.547
ENST00000403997.2	728	545.443	0.852932	23.666
ENST00000379198.5	2805	2622.402	7.293752	973.000
ENST00000330388.2	1036	853.402	0.025003	1.085
ENST00000347370.6	2387	2204.402	3.353941	376.105
ENST00000349431.10	1733	1550.402	14.047943	1107.948
ENST00000400929.6	1057	874.402	2.436570	108.381
ENST00000360466.6	1047	864.402	7.464153	328.215
ENST00000400930.8	1021	838.402	0.228582	9.749
ENST00000435198.5	1056	873.402	0.115642	5.138
ENST00000509720.5	472	290.369	0.000000	0.000
ENST00000422076.5	643	460.514	0.000000	0.000
ENST00000502382.1	530	347.801	0.000000	0.000
ENST00000488418.2	750	567.438	0.455104	13.137
ENST00000379116.10	3050	2867.402	0.038451	5.609
ENST00000338555.6	3475	3292.402	0.065695	11.003
ENST00000400928.7	2731	2548.402	0.000000	0.000
ENST00000470022.1	645	462.512	0.000000	0.000
ENST00000325425.12	2679	2496.402	0.121747	15.461
ENST00000379099.3	923	740.412	0.077725	2.927
ENST00000354700.10	3793	3610.402	5.954136	1093.546
ENST00000353662.4	2280	2097.402	0.000000	0.000
ENST00000379031.10	1257	1074.402	8.561540	467.930
ENST00000467712.1	877	694.419	0.000000	0.000
ENST00000540437.5	2629	2446.402	0.000000	0.000
ENST00000545578.5	2263	2080.402	0.000000	0.000
ENST00000620829.4	1862	1679.402	0.000000	0.000
ENST00000618806.4	1523	1340.402	0.000000	0.000
ENST00000435064.5	2148	1965.402	17.273621	1727.020
ENST00000411962.5	1832	1649.402	0.000000	0.000
ENST00000421495.6	1868	1685.402	0.147237	12.624
ENST00000419704.5	1798	1615.402	0.223434	18.361
ENST00000450926.6	1839	1656.402	0.000000	0.000
