Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2440.995	0.000000	0.000
ENST00000335137.4	1054	876.995	0.000000	0.000
ENST00000426406.3	995	817.995	0.000000	0.000
ENST00000420190.6	1578	1400.995	0.000000	0.000
ENST00000437963.5	387	214.645	0.000000	0.000
ENST00000342066.8	2557	2379.995	0.000000	0.000
ENST00000618181.4	2179	2001.995	0.000000	0.000
ENST00000622503.4	2557	2379.995	0.000000	0.000
ENST00000618323.4	2159	1981.995	0.000000	0.000
ENST00000616016.4	2391	2213.995	0.000000	0.000
ENST00000618779.4	2368	2190.995	0.000000	0.000
ENST00000616125.4	2230	2052.995	0.000000	0.000
ENST00000620200.4	1874	1696.995	0.000000	0.000
ENST00000617307.4	2314	2136.995	0.000000	0.000
ENST00000341065.8	2191	2013.995	0.000000	0.000
ENST00000455979.1	1731	1553.995	0.000000	0.000
ENST00000327044.7	2757	2579.995	17.824514	1128.924
ENST00000338591.8	2567	2389.995	0.749100	43.951
ENST00000622660.1	1950	1772.995	0.611420	26.612
ENST00000379410.8	3176	2998.995	0.953132	70.171
ENST00000379409.6	2455	2277.995	0.250364	14.001
ENST00000379407.7	2194	2016.995	0.000000	0.000
ENST00000491024.1	698	521.113	0.455602	5.828
ENST00000341290.6	3035	2857.995	0.000000	0.000
ENST00000433179.3	3340	3162.995	0.000000	0.000
ENST00000428771.6	1040	862.995	0.660068	13.984
ENST00000304952.10	899	722.037	0.000000	0.000
ENST00000484667.2	667	490.147	0.000000	0.000
ENST00000624697.4	787	610.068	0.000000	0.000
ENST00000624652.1	657	480.167	0.000000	0.000
ENST00000649529.1	637	460.211	76.565069	865.000
ENST00000379370.7	7326	7148.995	4.078790	715.821
ENST00000620552.4	7394	7216.995	0.000000	0.000
ENST00000652369.1	7408	7230.995	0.000000	0.000
ENST00000651234.1	7477	7299.995	0.000000	0.000
ENST00000453464.3	1900	1722.995	0.070934	3.000
ENST00000379339.5	2429	2251.995	0.153253	8.472
ENST00000421241.6	1841	1663.995	1.476046	60.295
ENST00000379320.5	2324	2146.995	0.000000	0.000
ENST00000379319.5	1097	919.995	0.074138	1.674
ENST00000434641.5	842	665.054	0.000000	0.000
ENST00000462097.5	836	659.057	0.000000	0.000
ENST00000475119.5	740	563.092	0.000000	0.000
ENST00000442117.5	554	377.579	0.315163	2.921
ENST00000427787.5	575	398.453	0.000000	0.000
ENST00000480643.1	579	402.430	0.000000	0.000
ENST00000379290.6	2307	2129.995	0.000000	0.000
ENST00000379289.6	2288	2110.995	0.000000	0.000
ENST00000673999.1	568	391.490	0.000000	0.000
ENST00000379288.3	2114	1936.995	0.000000	0.000
ENST00000328596.10	851	674.054	0.000000	0.000
ENST00000379268.7	1083	905.995	0.485969	10.808
ENST00000486728.5	727	550.098	0.745785	10.071
ENST00000379265.5	705	528.109	0.549225	7.120
ENST00000379236.4	1075	897.995	0.458058	10.098
ENST00000360001.11	1956	1778.995	28.972027	1265.266
ENST00000660930.1	2137	1959.995	0.000000	0.000
ENST00000263741.12	2079	1901.995	4.348055	203.017
ENST00000655486.1	1089	911.995	110.647513	2477.207
ENST00000403997.2	728	551.097	0.375484	5.080
ENST00000379198.5	2805	2627.995	4.293655	277.000
ENST00000330388.2	1036	858.995	0.060713	1.280
ENST00000347370.6	2387	2209.995	1.211627	65.734
ENST00000349431.10	1733	1555.995	9.864973	376.818
ENST00000400929.6	1057	879.995	1.664432	35.956
ENST00000360466.6	1047	869.995	4.395070	93.867
ENST00000400930.8	1021	843.995	0.494390	10.243
ENST00000435198.5	1056	878.995	0.000000	0.000
ENST00000509720.5	472	296.586	0.000000	0.000
ENST00000422076.5	643	466.194	0.000000	0.000
ENST00000502382.1	530	353.758	0.142622	1.239
ENST00000488418.2	750	573.087	0.578959	8.145
ENST00000379116.10	3050	2872.995	0.000000	0.000
ENST00000338555.6	3475	3297.995	0.037827	3.063
ENST00000400928.7	2731	2553.995	0.276210	17.318
ENST00000470022.1	645	468.188	0.000000	0.000
ENST00000325425.12	2679	2501.995	0.058936	3.620
ENST00000379099.3	923	746.023	0.000000	0.000
ENST00000354700.10	3793	3615.995	5.236874	464.866
ENST00000353662.4	2280	2102.995	0.000000	0.000
ENST00000379031.10	1257	1079.995	3.906286	103.565
ENST00000467712.1	877	700.051	0.000000	0.000
ENST00000540437.5	2629	2451.995	0.060658	3.651
ENST00000545578.5	2263	2085.995	0.511733	26.205
ENST00000620829.4	1862	1684.995	0.000000	0.000
ENST00000618806.4	1523	1345.995	0.269672	8.911
ENST00000435064.5	2148	1970.995	20.460029	989.965
ENST00000411962.5	1832	1654.995	0.000000	0.000
ENST00000421495.6	1868	1690.995	0.121512	5.044
ENST00000419704.5	1798	1620.995	0.000000	0.000
ENST00000450926.6	1839	1661.995	0.000000	0.000
ENST00000434694.6	1056	878.995	0.000000	0.000
ENST00000526332.5	579	402.430	0.000000	0.000
ENST00000527719.5	750	573.087	0.000000	0.000
ENST00000530031.5	800	623.065	0.000000	0.000
ENST00000429572.5	1104	926.995	1.653613	37.630
ENST00000534345.5	485	309.358	0.719537	5.464
ENST00000498476.6	554	377.579	0.000000	0.000
ENST00000343938.9	2154	1976.995	9.719174	471.697
ENST00000488011.1	783	606.070	0.283749	4.222
ENST00000339381.6	3475	3297.995	0.074109	6.000
ENST00000378891.9	2926	2748.995	10.102265	681.743
ENST00000378888.10	3305	3127.995	0.000000	0.000
ENST00000610709.2	2268	2090.995	0.000000	0.000
ENST00000632445.1	785	608.069	0.000000	0.000
ENST00000631679.1	778	601.073	3.276196	48.342
