Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2444.143	0.000000	0.000
ENST00000335137.4	1054	880.143	0.000000	0.000
ENST00000426406.3	995	821.145	0.000000	0.000
ENST00000420190.6	1578	1404.143	0.000000	0.000
ENST00000437963.5	387	214.938	0.000000	0.000
ENST00000342066.8	2557	2383.143	0.000000	0.000
ENST00000618181.4	2179	2005.143	0.000000	0.000
ENST00000622503.4	2557	2383.143	0.000000	0.000
ENST00000618323.4	2159	1985.143	0.000000	0.000
ENST00000616016.4	2391	2217.143	0.000000	0.000
ENST00000618779.4	2368	2194.143	0.000000	0.000
ENST00000616125.4	2230	2056.143	0.000000	0.000
ENST00000620200.4	1874	1700.143	0.000000	0.000
ENST00000617307.4	2314	2140.143	0.000000	0.000
ENST00000341065.8	2191	2017.143	0.000000	0.000
ENST00000455979.1	1731	1557.143	0.000000	0.000
ENST00000327044.7	2757	2583.143	15.614758	857.056
ENST00000338591.8	2567	2393.143	0.739199	37.589
ENST00000622660.1	1950	1776.143	0.411094	15.515
ENST00000379410.8	3176	3002.143	0.519314	33.127
ENST00000379409.6	2455	2281.143	0.074142	3.594
ENST00000379407.7	2194	2020.143	0.463129	19.880
ENST00000491024.1	698	524.214	0.000000	0.000
ENST00000341290.6	3035	2861.143	0.000000	0.000
ENST00000433179.3	3340	3166.143	0.000000	0.000
ENST00000428771.6	1040	866.143	0.741383	13.645
ENST00000304952.10	899	725.170	3.053851	47.056
ENST00000484667.2	667	493.227	0.420009	4.402
ENST00000624697.4	787	613.190	0.000000	0.000
ENST00000624652.1	657	483.229	0.000000	0.000
ENST00000649529.1	637	463.237	785.382130	7730.545
ENST00000379370.7	7326	7152.143	27.444007	4170.702
ENST00000620552.4	7394	7220.143	0.499449	76.624
ENST00000652369.1	7408	7234.143	0.000000	0.000
ENST00000651234.1	7477	7303.143	0.000000	0.000
ENST00000453464.3	1900	1726.143	0.000000	0.000
ENST00000379339.5	2429	2255.143	0.125171	5.998
ENST00000421241.6	1841	1667.143	1.816705	64.355
ENST00000379320.5	2324	2150.143	0.000000	0.000
ENST00000379319.5	1097	923.143	0.000000	0.000
ENST00000434641.5	842	668.180	0.000000	0.000
ENST00000462097.5	836	662.180	0.104501	1.470
ENST00000475119.5	740	566.200	0.090737	1.092
ENST00000442117.5	554	380.314	0.000000	0.000
ENST00000427787.5	575	401.285	0.000000	0.000
ENST00000480643.1	579	405.281	0.116127	1.000
ENST00000379290.6	2307	2133.143	0.000000	0.000
ENST00000379289.6	2288	2114.143	0.000000	0.000
ENST00000673999.1	568	394.294	0.000000	0.000
ENST00000379288.3	2114	1940.143	0.000000	0.000
ENST00000328596.10	851	677.179	0.000000	0.000
ENST00000379268.7	1083	909.143	0.000000	0.000
ENST00000486728.5	727	553.204	0.000000	0.000
ENST00000379265.5	705	531.211	0.000000	0.000
ENST00000379236.4	1075	901.143	1.583440	30.319
ENST00000360001.11	1956	1782.143	41.925928	1587.635
ENST00000660930.1	2137	1963.143	2.037551	84.994
ENST00000263741.12	2079	1905.143	0.000000	0.000
ENST00000655486.1	1089	915.143	30.790795	598.736
ENST00000403997.2	728	554.203	0.292874	3.449
ENST00000379198.5	2805	2631.143	5.370994	300.279
ENST00000330388.2	1036	862.143	0.054588	1.000
ENST00000347370.6	2387	2213.143	2.173663	102.218
ENST00000349431.10	1733	1559.143	10.115616	335.123
ENST00000400929.6	1057	883.143	1.927212	36.165
ENST00000360466.6	1047	873.143	0.000000	0.000
ENST00000400930.8	1021	847.143	1.954872	35.188
ENST00000435198.5	1056	882.143	0.912483	17.104
ENST00000509720.5	472	298.610	0.000000	0.000
ENST00000422076.5	643	469.236	0.000000	0.000
ENST00000502382.1	530	356.361	0.160559	1.216
ENST00000488418.2	750	576.198	0.574450	7.033
ENST00000379116.10	3050	2876.143	0.000000	0.000
ENST00000338555.6	3475	3301.143	0.000000	0.000
ENST00000400928.7	2731	2557.143	0.165639	9.000
ENST00000470022.1	645	471.235	0.000000	0.000
ENST00000325425.12	2679	2505.143	0.000000	0.000
ENST00000379099.3	923	749.161	0.000000	0.000
ENST00000354700.10	3793	3619.143	2.828483	217.513
ENST00000353662.4	2280	2106.143	0.000000	0.000
ENST00000379031.10	1257	1083.143	3.978805	91.572
ENST00000467712.1	877	703.171	0.000000	0.000
ENST00000540437.5	2629	2455.143	0.000000	0.000
ENST00000545578.5	2263	2089.143	0.000000	0.000
ENST00000620829.4	1862	1688.143	0.000000	0.000
ENST00000618806.4	1523	1349.143	0.000000	0.000
ENST00000435064.5	2148	1974.143	17.889064	750.398
ENST00000411962.5	1832	1658.143	0.000000	0.000
ENST00000421495.6	1868	1694.143	0.183182	6.594
ENST00000419704.5	1798	1624.143	0.000000	0.000
