Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2442.967	0.000000	0.000
ENST00000335137.4	1054	878.967	0.000000	0.000
ENST00000426406.3	995	819.967	0.000000	0.000
ENST00000420190.6	1578	1402.967	0.000000	0.000
ENST00000437963.5	387	213.467	0.000000	0.000
ENST00000342066.8	2557	2381.967	0.000000	0.000
ENST00000618181.4	2179	2003.967	0.000000	0.000
ENST00000622503.4	2557	2381.967	0.009422	1.048
ENST00000618323.4	2159	1983.967	0.000000	0.000
ENST00000616016.4	2391	2215.967	0.000000	0.000
ENST00000618779.4	2368	2192.967	0.000000	0.000
ENST00000616125.4	2230	2054.967	0.000000	0.000
ENST00000620200.4	1874	1698.967	0.000000	0.000
ENST00000617307.4	2314	2138.967	0.000000	0.000
ENST00000341065.8	2191	2015.967	0.000000	0.000
ENST00000455979.1	1731	1555.967	0.000000	0.000
ENST00000327044.7	2757	2581.967	3.716534	447.917
ENST00000338591.8	2567	2391.967	0.285367	31.862
ENST00000622660.1	1950	1774.967	0.000000	0.000
ENST00000379410.8	3176	3000.967	0.013257	1.857
ENST00000379409.6	2455	2279.967	0.112265	11.948
ENST00000379407.7	2194	2018.967	0.055129	5.195
ENST00000491024.1	698	522.980	0.000000	0.000
ENST00000341290.6	3035	2859.967	0.000000	0.000
ENST00000433179.3	3340	3164.967	0.000000	0.000
ENST00000428771.6	1040	864.967	0.000000	0.000
ENST00000304952.10	899	723.969	0.207143	7.000
ENST00000484667.2	667	491.984	0.000000	0.000
ENST00000624697.4	787	611.977	0.000000	0.000
ENST00000624652.1	657	481.985	0.000000	0.000
ENST00000649529.1	637	461.994	5.193661	112.000
ENST00000379370.7	7326	7150.967	5.126115	1711.045
ENST00000620552.4	7394	7218.967	0.000000	0.000
ENST00000652369.1	7408	7232.967	0.123835	41.809
ENST00000651234.1	7477	7301.967	0.000000	0.000
ENST00000453464.3	1900	1724.967	0.062098	5.000
ENST00000379339.5	2429	2253.967	0.000000	0.000
ENST00000421241.6	1841	1665.967	0.473755	36.841
ENST00000379320.5	2324	2148.967	0.016777	1.683
ENST00000379319.5	1097	921.967	0.000000	0.000
ENST00000434641.5	842	666.973	0.000000	0.000
ENST00000462097.5	836	660.973	0.000000	0.000
ENST00000475119.5	740	564.978	0.042018	1.108
ENST00000442117.5	554	379.052	0.000000	0.000
ENST00000427787.5	575	400.030	0.160665	3.000
ENST00000480643.1	579	404.026	0.371196	7.000
ENST00000379290.6	2307	2131.967	0.000000	0.000
ENST00000379289.6	2288	2112.967	0.000000	0.000
ENST00000673999.1	568	393.038	0.000000	0.000
ENST00000379288.3	2114	1938.967	0.000000	0.000
ENST00000328596.10	851	675.972	0.000000	0.000
ENST00000379268.7	1083	907.967	1.104564	46.813
ENST00000486728.5	727	551.979	0.242783	6.255
ENST00000379265.5	705	529.979	0.118496	2.931
ENST00000379236.4	1075	899.967	0.261077	10.967
ENST00000360001.11	1956	1780.967	24.287811	2019.076
ENST00000660930.1	2137	1961.967	0.753741	69.027
ENST00000263741.12	2079	1903.967	0.000000	0.000
ENST00000655486.1	1089	913.967	18.903611	806.461
ENST00000403997.2	728	552.979	0.101975	2.632
ENST00000379198.5	2805	2629.967	1.091556	134.000
ENST00000330388.2	1036	860.967	0.115736	4.651
ENST00000347370.6	2387	2211.967	0.479842	49.543
ENST00000349431.10	1733	1557.967	2.930354	213.102
ENST00000400929.6	1057	881.967	1.366407	56.252
ENST00000360466.6	1047	871.967	0.097040	3.950
ENST00000400930.8	1021	845.967	0.000000	0.000
ENST00000435198.5	1056	880.967	0.139272	5.727
ENST00000509720.5	472	297.303	0.000000	0.000
ENST00000422076.5	643	467.992	0.000000	0.000
ENST00000502382.1	530	355.091	0.198951	3.298
ENST00000488418.2	750	574.978	0.298078	8.000
ENST00000379116.10	3050	2874.967	0.000000	0.000
ENST00000338555.6	3475	3299.967	0.088087	13.568
ENST00000400928.7	2731	2555.967	0.000000	0.000
ENST00000470022.1	645	469.991	0.000000	0.000
ENST00000325425.12	2679	2503.967	0.202965	23.722
ENST00000379099.3	923	747.969	0.000000	0.000
ENST00000354700.10	3793	3617.967	0.883307	149.171
ENST00000353662.4	2280	2104.967	0.000000	0.000
ENST00000379031.10	1257	1081.967	1.078650	54.476
