Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2426.608	0.000000	0.000
ENST00000335137.4	1054	862.608	0.000000	0.000
ENST00000426406.3	995	803.608	0.043430	1.009
ENST00000420190.6	1578	1386.608	0.000000	0.000
ENST00000437963.5	387	202.403	0.000000	0.000
ENST00000342066.8	2557	2365.608	0.000000	0.000
ENST00000618181.4	2179	1987.608	0.000000	0.000
ENST00000622503.4	2557	2365.608	0.000000	0.000
ENST00000618323.4	2159	1967.608	0.000000	0.000
ENST00000616016.4	2391	2199.608	0.000000	0.000
ENST00000618779.4	2368	2176.608	0.000000	0.000
ENST00000616125.4	2230	2038.608	0.000000	0.000
ENST00000620200.4	1874	1682.608	0.000000	0.000
ENST00000617307.4	2314	2122.608	0.000000	0.000
ENST00000341065.8	2191	1999.608	0.000000	0.000
ENST00000455979.1	1731	1539.608	0.022457	1.000
ENST00000327044.7	2757	2565.608	16.600742	1231.852
ENST00000338591.8	2567	2375.608	0.557453	38.302
ENST00000622660.1	1950	1758.608	0.854815	43.479
ENST00000379410.8	3176	2984.608	0.199372	17.210
ENST00000379409.6	2455	2263.608	0.073156	4.790
ENST00000379407.7	2194	2002.608	0.000000	0.000
ENST00000491024.1	698	506.757	0.000000	0.000
ENST00000341290.6	3035	2843.608	0.000000	0.000
ENST00000433179.3	3340	3148.608	0.000000	0.000
ENST00000428771.6	1040	848.608	0.093817	2.303
ENST00000304952.10	899	707.639	0.000000	0.000
ENST00000484667.2	667	475.812	0.000000	0.000
ENST00000624697.4	787	595.679	0.000000	0.000
ENST00000624652.1	657	465.838	0.000000	0.000
ENST00000649529.1	637	445.898	12.328817	159.000
ENST00000379370.7	7326	7134.608	2.916470	601.822
ENST00000620552.4	7394	7202.608	0.000000	0.000
ENST00000652369.1	7408	7216.608	0.000000	0.000
ENST00000651234.1	7477	7285.608	0.000000	0.000
ENST00000453464.3	1900	1708.608	0.000000	0.000
ENST00000379339.5	2429	2237.608	0.000000	0.000
ENST00000421241.6	1841	1649.608	0.532221	25.393
ENST00000379320.5	2324	2132.608	0.000000	0.000
ENST00000379319.5	1097	905.608	0.000000	0.000
ENST00000434641.5	842	650.653	0.000000	0.000
ENST00000462097.5	836	644.655	0.000000	0.000
ENST00000475119.5	740	548.710	0.073895	1.173
ENST00000442117.5	554	363.493	0.000000	0.000
ENST00000427787.5	575	384.276	0.000000	0.000
ENST00000480643.1	579	388.246	0.000000	0.000
ENST00000379290.6	2307	2115.608	0.000000	0.000
ENST00000379289.6	2288	2096.608	0.000000	0.000
ENST00000673999.1	568	377.349	0.000000	0.000
ENST00000379288.3	2114	1922.608	0.000000	0.000
ENST00000328596.10	851	659.652	0.000000	0.000
ENST00000379268.7	1083	891.608	0.000000	0.000
ENST00000486728.5	727	535.724	0.125362	1.942
ENST00000379265.5	705	513.746	0.138472	2.058
ENST00000379236.4	1075	883.608	2.261072	57.785
ENST00000360001.11	1956	1764.608	22.138562	1129.895
ENST00000660930.1	2137	1945.608	0.000000	0.000
ENST00000263741.12	2079	1887.608	5.903127	322.281
ENST00000655486.1	1089	897.608	142.686882	3704.344
ENST00000403997.2	728	536.723	0.518011	8.041
