Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2287.398	0.000000	0.000
ENST00000335137.4	1054	723.398	0.000000	0.000
ENST00000426406.3	995	664.404	0.000000	0.000
ENST00000420190.6	1578	1247.398	0.070115	2.335
ENST00000437963.5	387	101.162	0.000000	0.000
ENST00000342066.8	2557	2226.398	0.063701	3.786
ENST00000618181.4	2179	1848.398	0.000000	0.000
ENST00000622503.4	2557	2226.398	0.063701	3.786
ENST00000618323.4	2159	1828.398	0.000000	0.000
ENST00000616016.4	2391	2060.398	0.000000	0.000
ENST00000618779.4	2368	2037.398	0.000000	0.000
ENST00000616125.4	2230	1899.398	0.000000	0.000
ENST00000620200.4	1874	1543.398	0.000000	0.000
ENST00000617307.4	2314	1983.398	0.000000	0.000
ENST00000341065.8	2191	1860.398	0.102543	5.093
ENST00000455979.1	1731	1400.398	0.000000	0.000
ENST00000327044.7	2757	2426.398	27.791114	1800.177
ENST00000338591.8	2567	2236.398	2.024416	120.864
ENST00000622660.1	1950	1619.398	1.411823	61.035
ENST00000379410.8	3176	2845.398	0.217419	16.515
ENST00000379409.6	2455	2124.398	0.184872	10.485
ENST00000379407.7	2194	1863.398	0.000000	0.000
ENST00000491024.1	698	369.580	0.000000	0.000
ENST00000341290.6	3035	2704.398	0.000000	0.000
ENST00000433179.3	3340	3009.398	0.000000	0.000
ENST00000428771.6	1040	709.398	0.580450	10.993
ENST00000304952.10	899	568.591	0.643586	9.769
ENST00000484667.2	667	339.421	0.000000	0.000
ENST00000624697.4	787	457.283	0.000000	0.000
ENST00000624652.1	657	329.749	0.000000	0.000
ENST00000649529.1	637	310.549	24.486085	203.000
ENST00000379370.7	7326	6995.398	9.993668	1866.313
ENST00000620552.4	7394	7063.398	0.027240	5.137
ENST00000652369.1	7408	7077.398	0.203094	38.372
ENST00000651234.1	7477	7146.398	0.000000	0.000
ENST00000453464.3	1900	1569.398	0.000000	0.000
ENST00000379339.5	2429	2098.398	0.562297	31.499
ENST00000421241.6	1841	1510.398	2.732026	110.160
ENST00000379320.5	2324	1993.398	0.000000	0.000
ENST00000379319.5	1097	766.398	0.125204	2.562
ENST00000434641.5	842	511.857	0.000000	0.000
ENST00000462097.5	836	505.890	0.000000	0.000
ENST00000475119.5	740	410.842	0.000000	0.000
ENST00000442117.5	554	233.264	0.000000	0.000
ENST00000427787.5	575	252.348	0.578413	3.897
ENST00000480643.1	579	256.028	0.000000	0.000
ENST00000379290.6	2307	1976.398	0.000000	0.000
ENST00000379289.6	2288	1957.398	0.000000	0.000
ENST00000673999.1	568	245.953	0.000000	0.000
ENST00000379288.3	2114	1783.398	0.000000	0.000
ENST00000328596.10	851	520.800	0.000000	0.000
ENST00000379268.7	1083	752.398	11.043514	221.821
ENST00000486728.5	727	398.038	0.155443	1.652
ENST00000379265.5	705	376.443	0.749040	7.528
ENST00000379236.4	1075	744.398	4.401508	87.469
ENST00000360001.11	1956	1625.398	158.032203	6857.290
ENST00000660930.1	2137	1806.398	9.366735	451.699
ENST00000263741.12	2079	1748.398	0.000000	0.000
ENST00000655486.1	1089	758.398	35.831963	725.463
ENST00000403997.2	728	399.022	0.171699	1.829
ENST00000379198.5	2805	2474.398	12.247057	809.000
ENST00000330388.2	1036	705.398	0.175577	3.306
ENST00000347370.6	2387	2056.398	5.335961	292.932
ENST00000349431.10	1733	1402.398	18.012902	674.376
ENST00000400929.6	1057	726.398	10.523934	204.080
ENST00000360466.6	1047	716.398	0.152941	2.925
