Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2356.606	0.000000	0.000
ENST00000335137.4	1054	792.606	0.000000	0.000
ENST00000426406.3	995	733.609	0.000000	0.000
ENST00000420190.6	1578	1316.606	0.000000	0.000
ENST00000437963.5	387	151.577	0.000000	0.000
ENST00000342066.8	2557	2295.606	0.000000	0.000
ENST00000618181.4	2179	1917.606	0.000000	0.000
ENST00000622503.4	2557	2295.606	0.000000	0.000
ENST00000618323.4	2159	1897.606	0.000000	0.000
ENST00000616016.4	2391	2129.606	0.000000	0.000
ENST00000618779.4	2368	2106.606	0.000000	0.000
ENST00000616125.4	2230	1968.606	0.000000	0.000
ENST00000620200.4	1874	1612.606	0.000000	0.000
ENST00000617307.4	2314	2052.606	0.000000	0.000
ENST00000341065.8	2191	1929.606	0.000000	0.000
ENST00000455979.1	1731	1469.606	0.000000	0.000
ENST00000327044.7	2757	2495.606	14.336005	974.436
ENST00000338591.8	2567	2305.606	1.192832	74.905
ENST00000622660.1	1950	1688.606	0.382845	17.608
ENST00000379410.8	3176	2914.606	2.303726	182.877
ENST00000379409.6	2455	2193.606	1.206384	72.076
ENST00000379407.7	2194	1932.606	0.570818	30.046
ENST00000491024.1	698	437.940	0.000000	0.000
ENST00000341290.6	3035	2773.606	0.000000	0.000
ENST00000433179.3	3340	3078.606	0.000000	0.000
ENST00000428771.6	1040	778.606	4.632119	98.231
ENST00000304952.10	899	637.735	15.700869	272.718
ENST00000484667.2	667	407.465	1.655209	18.369
ENST00000624697.4	787	526.126	0.000000	0.000
ENST00000624652.1	657	397.661	0.643488	6.970
ENST00000649529.1	637	378.133	3123.911788	32173.030
ENST00000379370.7	7326	7064.606	54.204324	10429.681
ENST00000620552.4	7394	7132.606	0.481631	93.565
ENST00000652369.1	7408	7146.606	0.177720	34.593
ENST00000651234.1	7477	7215.606	0.000000	0.000
ENST00000453464.3	1900	1638.606	0.000000	0.000
ENST00000379339.5	2429	2167.606	0.109964	6.492
ENST00000421241.6	1841	1579.606	2.951433	126.979
ENST00000379320.5	2324	2062.606	0.265887	14.937
ENST00000379319.5	1097	835.606	0.086025	1.958
ENST00000434641.5	842	580.893	0.000000	0.000
ENST00000462097.5	836	574.913	0.000000	0.000
ENST00000475119.5	740	479.475	0.000000	0.000
ENST00000442117.5	554	298.231	0.663241	5.387
ENST00000427787.5	575	318.208	0.000000	0.000
ENST00000480643.1	579	322.017	0.000000	0.000
ENST00000379290.6	2307	2045.606	0.000000	0.000
ENST00000379289.6	2288	2026.606	0.000000	0.000
ENST00000673999.1	568	311.519	0.000000	0.000
ENST00000379288.3	2114	1852.606	0.000000	0.000
ENST00000328596.10	851	589.865	0.000000	0.000
ENST00000379268.7	1083	821.606	5.184888	116.025
ENST00000486728.5	727	466.605	0.000000	0.000
ENST00000379265.5	705	444.852	0.740736	8.975
ENST00000379236.4	1075	813.606	14.166031	313.915
ENST00000360001.11	1956	1694.606	132.070278	6095.691
ENST00000660930.1	2137	1875.606	15.527210	793.203
ENST00000263741.12	2079	1817.606	0.000000	0.000
ENST00000655486.1	1089	827.606	25.880585	583.374
ENST00000403997.2	728	467.594	0.158160	2.014
ENST00000379198.5	2805	2543.606	10.421692	722.000
ENST00000330388.2	1036	774.606	0.094798	2.000
ENST00000347370.6	2387	2125.606	2.694425	155.990
ENST00000349431.10	1733	1471.606	15.870423	636.106
ENST00000400929.6	1057	795.606	2.324349	50.367
ENST00000360466.6	1047	785.606	0.291529	6.238
ENST00000400930.8	1021	759.606	1.025694	21.220
ENST00000435198.5	1056	794.606	0.993031	21.491
ENST00000509720.5	472	222.768	0.000000	0.000
ENST00000422076.5	643	383.961	0.291201	3.045
ENST00000502382.1	530	275.689	0.000000	0.000
ENST00000488418.2	750	489.393	0.300824	4.010
ENST00000379116.10	3050	2788.606	0.000000	0.000
ENST00000338555.6	3475	3213.606	0.053120	4.649
ENST00000400928.7	2731	2469.606	0.000000	0.000
ENST00000470022.1	645	385.916	0.000000	0.000
ENST00000325425.12	2679	2417.606	0.000000	0.000
ENST00000379099.3	923	661.682	0.000000	0.000
ENST00000354700.10	3793	3531.606	3.426585	329.597
ENST00000353662.4	2280	2018.606	0.000000	0.000
ENST00000379031.10	1257	995.606	2.257773	61.223
ENST00000467712.1	877	615.784	0.431955	7.245
ENST00000540437.5	2629	2367.606	0.041269	2.661
ENST00000545578.5	2263	2001.606	0.101402	5.528
ENST00000620829.4	1862	1600.606	0.000000	0.000
ENST00000618806.4	1523	1261.606	0.000000	0.000
ENST00000435064.5	2148	1886.606	17.764786	912.831
ENST00000411962.5	1832	1570.606	0.000000	0.000
ENST00000421495.6	1868	1606.606	1.029093	45.031
ENST00000419704.5	1798	1536.606	0.000000	0.000
ENST00000450926.6	1839	1577.606	0.000000	0.000
ENST00000434694.6	1056	794.606	0.000000	0.000
ENST00000526332.5	579	322.017	0.672884	5.902
ENST00000527719.5	750	489.393	0.000000	0.000
ENST00000530031.5	800	539.050	0.000000	0.000
ENST00000429572.5	1104	842.606	0.656527	15.067
ENST00000534345.5	485	234.391	0.000000	0.000
ENST00000498476.6	554	298.231	0.000000	0.000
ENST00000343938.9	2154	1892.606	12.413233	639.874
ENST00000488011.1	783	522.159	0.000000	0.000
ENST00000339381.6	3475	3213.606	0.057125	5.000
ENST00000378891.9	2926	2664.606	6.487049	470.792
ENST00000378888.10	3305	3043.606	3.444149	285.509
ENST00000610709.2	2268	2006.606	0.000000	0.000
ENST00000632445.1	785	524.142	0.150620	2.150
ENST00000631679.1	778	517.194	1.470935	20.720
ENST00000342753.8	2231	1969.606	0.000000	0.000
ENST00000309212.10	2273	2011.606	0.000000	0.000
ENST00000445648.5	2001	1739.606	0.000000	0.000
ENST00000477278.3	2728	2466.606	0.000000	0.000
ENST00000338370.7	1072	810.606	3.408603	75.255
