Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2439.794	0.000000	0.000
ENST00000335137.4	1054	875.794	0.000000	0.000
ENST00000426406.3	995	816.794	0.054368	2.000
ENST00000420190.6	1578	1399.794	0.059996	3.782
ENST00000437963.5	387	211.224	0.000000	0.000
ENST00000342066.8	2557	2378.794	0.000000	0.000
ENST00000618181.4	2179	2000.794	0.000000	0.000
ENST00000622503.4	2557	2378.794	0.000000	0.000
ENST00000618323.4	2159	1980.794	0.000000	0.000
ENST00000616016.4	2391	2212.794	0.000000	0.000
ENST00000618779.4	2368	2189.794	0.000000	0.000
ENST00000616125.4	2230	2051.794	0.153856	14.218
ENST00000620200.4	1874	1695.794	0.000000	0.000
ENST00000617307.4	2314	2135.794	0.000000	0.000
ENST00000341065.8	2191	2012.794	0.000000	0.000
ENST00000455979.1	1731	1552.794	0.000000	0.000
ENST00000327044.7	2757	2578.794	14.724890	1710.196
ENST00000338591.8	2567	2388.794	1.116176	120.085
ENST00000622660.1	1950	1771.794	1.180103	94.170
ENST00000379410.8	3176	2997.794	0.254412	34.349
ENST00000379409.6	2455	2276.794	0.045356	4.651
ENST00000379407.7	2194	2015.794	0.000000	0.000
ENST00000491024.1	698	519.819	0.000000	0.000
ENST00000341290.6	3035	2856.794	0.000000	0.000
ENST00000433179.3	3340	3161.794	0.000000	0.000
ENST00000428771.6	1040	861.794	0.000000	0.000
ENST00000304952.10	899	720.800	0.000000	0.000
ENST00000484667.2	667	488.827	0.045422	1.000
ENST00000624697.4	787	608.809	0.000000	0.000
ENST00000624652.1	657	478.833	0.114881	2.477
ENST00000649529.1	637	458.844	20.084971	415.063
ENST00000379370.7	7326	7147.794	18.148793	5842.477
ENST00000620552.4	7394	7215.794	0.056601	18.394
ENST00000652369.1	7408	7229.794	0.079975	26.041
ENST00000651234.1	7477	7298.794	0.000000	0.000
ENST00000453464.3	1900	1721.794	0.000000	0.000
ENST00000379339.5	2429	2250.794	0.000000	0.000
ENST00000421241.6	1841	1662.794	3.205212	240.034
ENST00000379320.5	2324	2145.794	0.108242	10.461
ENST00000379319.5	1097	918.794	0.042172	1.745
ENST00000434641.5	842	663.804	0.000000	0.000
