Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2440.128	0.000000	0.000
ENST00000335137.4	1054	876.128	0.000000	0.000
ENST00000426406.3	995	817.128	0.023337	1.000
ENST00000420190.6	1578	1400.128	0.000000	0.000
ENST00000437963.5	387	210.211	0.000000	0.000
ENST00000342066.8	2557	2379.128	0.000000	0.000
ENST00000618181.4	2179	2001.128	0.000000	0.000
ENST00000622503.4	2557	2379.128	0.000000	0.000
ENST00000618323.4	2159	1981.128	0.000000	0.000
ENST00000616016.4	2391	2213.128	0.000000	0.000
ENST00000618779.4	2368	2190.128	0.000000	0.000
ENST00000616125.4	2230	2052.128	0.000000	0.000
ENST00000620200.4	1874	1696.128	0.000000	0.000
ENST00000617307.4	2314	2136.128	0.000000	0.000
ENST00000341065.8	2191	2013.128	0.000000	0.000
ENST00000455979.1	1731	1553.128	0.000000	0.000
ENST00000327044.7	2757	2579.128	14.485083	1959.104
ENST00000338591.8	2567	2389.128	2.103485	263.538
ENST00000622660.1	1950	1772.128	2.070542	192.417
ENST00000379410.8	3176	2998.128	0.525981	82.696
ENST00000379409.6	2455	2277.128	0.145750	17.404
ENST00000379407.7	2194	2016.128	0.048253	5.102
ENST00000491024.1	698	520.146	0.065922	1.798
ENST00000341290.6	3035	2857.128	0.000000	0.000
ENST00000433179.3	3340	3162.128	0.000000	0.000
ENST00000428771.6	1040	862.128	0.000000	0.000
ENST00000304952.10	899	721.134	0.000000	0.000
ENST00000484667.2	667	489.153	0.000000	0.000
ENST00000624697.4	787	609.141	0.000000	0.000
ENST00000624652.1	657	479.159	0.000000	0.000
ENST00000649529.1	637	459.164	17.816650	429.000
ENST00000379370.7	7326	7148.128	7.642344	2864.722
ENST00000620552.4	7394	7216.128	0.068703	25.998
ENST00000652369.1	7408	7230.128	0.000000	0.000
ENST00000651234.1	7477	7299.128	0.000000	0.000
ENST00000453464.3	1900	1722.128	0.000000	0.000
ENST00000379339.5	2429	2251.128	0.235140	27.758
ENST00000421241.6	1841	1663.128	3.766808	328.521
ENST00000379320.5	2324	2146.128	0.000000	0.000
ENST00000379319.5	1097	919.128	0.000000	0.000
ENST00000434641.5	842	664.138	0.000000	0.000
ENST00000462097.5	836	658.138	0.000000	0.000
ENST00000475119.5	740	562.143	0.000000	0.000
ENST00000442117.5	554	376.190	0.129212	2.549
ENST00000427787.5	575	397.181	0.000000	0.000
ENST00000480643.1	579	401.180	0.000000	0.000
ENST00000379290.6	2307	2129.128	0.000000	0.000
ENST00000379289.6	2288	2110.128	0.000000	0.000
ENST00000673999.1	568	390.184	0.000000	0.000
ENST00000379288.3	2114	1936.128	0.000000	0.000
ENST00000328596.10	851	673.138	0.000000	0.000
ENST00000379268.7	1083	905.128	0.101412	4.814
ENST00000486728.5	727	549.145	0.075926	2.186
ENST00000379265.5	705	527.145	0.000000	0.000
ENST00000379236.4	1075	897.128	0.043294	2.037
ENST00000360001.11	1956	1778.128	74.156697	6914.759
ENST00000660930.1	2137	1959.128	1.276300	131.123
ENST00000263741.12	2079	1901.128	3.584005	357.309
ENST00000655486.1	1089	911.128	83.750328	4001.562
ENST00000403997.2	728	550.145	0.647231	18.672
ENST00000379198.5	2805	2627.128	11.265456	1552.007
ENST00000330388.2	1036	858.128	0.000000	0.000
ENST00000347370.6	2387	2209.128	3.769027	436.630
ENST00000349431.10	1733	1555.128	13.182713	1075.065
ENST00000400929.6	1057	879.128	8.459171	389.981
ENST00000360466.6	1047	869.128	5.157227	235.052
ENST00000400930.8	1021	843.128	1.550840	68.568
ENST00000435198.5	1056	878.128	0.114188	5.258
ENST00000509720.5	472	294.342	0.198308	3.061
ENST00000422076.5	643	465.163	0.000000	0.000
ENST00000502382.1	530	352.213	0.000000	0.000
ENST00000488418.2	750	572.143	0.501801	15.056
ENST00000379116.10	3050	2872.128	0.287000	43.226
ENST00000338555.6	3475	3297.128	0.421550	72.887
ENST00000400928.7	2731	2553.128	0.298303	39.939
ENST00000470022.1	645	467.163	0.053565	1.312
ENST00000325425.12	2679	2501.128	0.112031	14.694
ENST00000379099.3	923	745.133	0.077702	3.036
ENST00000354700.10	3793	3615.128	7.384897	1400.012
