Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2298.230	0.000000	0.000
ENST00000335137.4	1054	734.230	0.000000	0.000
ENST00000426406.3	995	675.231	0.000000	0.000
ENST00000420190.6	1578	1258.230	0.071538	2.196
ENST00000437963.5	387	104.386	0.668580	1.703
ENST00000342066.8	2557	2237.230	0.000000	0.000
ENST00000618181.4	2179	1859.230	0.000000	0.000
ENST00000622503.4	2557	2237.230	0.037406	2.042
ENST00000618323.4	2159	1839.230	0.000000	0.000
ENST00000616016.4	2391	2071.230	0.000000	0.000
ENST00000618779.4	2368	2048.230	0.000000	0.000
ENST00000616125.4	2230	1910.230	0.000000	0.000
ENST00000620200.4	1874	1554.230	0.000000	0.000
ENST00000617307.4	2314	1994.230	0.000000	0.000
ENST00000341065.8	2191	1871.230	0.324146	14.800
ENST00000455979.1	1731	1411.230	0.036543	1.258
ENST00000327044.7	2757	2437.230	25.175002	1497.169
ENST00000338591.8	2567	2247.230	1.874265	102.774
ENST00000622660.1	1950	1630.230	1.035776	41.202
ENST00000379410.8	3176	2856.230	0.429782	29.953
ENST00000379409.6	2455	2135.230	0.000000	0.000
ENST00000379407.7	2194	1874.230	0.154082	7.047
ENST00000491024.1	698	379.547	0.000000	0.000
ENST00000341290.6	3035	2715.230	0.000000	0.000
ENST00000433179.3	3340	3020.230	0.000000	0.000
ENST00000428771.6	1040	720.230	0.071835	1.262
ENST00000304952.10	899	579.298	0.213134	3.013
ENST00000484667.2	667	349.136	0.000000	0.000
ENST00000624697.4	787	467.626	0.000000	0.000
ENST00000624652.1	657	339.379	0.000000	0.000
ENST00000649529.1	637	319.986	28.944987	226.000
ENST00000379370.7	7326	7006.230	10.820826	1849.905
ENST00000620552.4	7394	7074.230	0.000000	0.000
ENST00000652369.1	7408	7088.230	0.147346	25.485
ENST00000651234.1	7477	7157.230	0.000000	0.000
ENST00000453464.3	1900	1580.230	0.025934	1.000
ENST00000379339.5	2429	2109.230	0.000000	0.000
ENST00000421241.6	1841	1521.230	2.891434	107.328
ENST00000379320.5	2324	2004.230	0.185398	9.067
ENST00000379319.5	1097	777.230	0.000000	0.000
ENST00000434641.5	842	522.415	0.348583	4.444
ENST00000462097.5	836	516.428	0.000000	0.000
ENST00000475119.5	740	420.995	0.201474	2.070
ENST00000442117.5	554	241.312	0.000000	0.000
ENST00000427787.5	575	260.841	0.314231	2.000
ENST00000480643.1	579	264.592	0.000000	0.000
ENST00000379290.6	2307	1987.230	0.000000	0.000
ENST00000379289.6	2288	1968.230	0.000000	0.000
ENST00000673999.1	568	254.312	0.000000	0.000
ENST00000379288.3	2114	1794.230	0.000000	0.000
ENST00000328596.10	851	531.399	0.000000	0.000
ENST00000379268.7	1083	763.230	2.459236	45.799
ENST00000486728.5	727	408.139	0.397688	3.961
ENST00000379265.5	705	386.440	0.343602	3.240
ENST00000379236.4	1075	755.230	2.540545	46.818
ENST00000360001.11	1956	1636.230	174.960197	6985.353
ENST00000660930.1	2137	1817.230	11.571970	513.124
ENST00000263741.12	2079	1759.230	0.000000	0.000
ENST00000655486.1	1089	769.230	42.540820	798.485
ENST00000403997.2	728	409.128	0.666746	6.656
ENST00000379198.5	2805	2485.230	10.999033	667.000
ENST00000330388.2	1036	716.230	0.057219	1.000
ENST00000347370.6	2387	2067.230	7.079100	357.085
ENST00000349431.10	1733	1413.230	22.045486	760.216
ENST00000400929.6	1057	737.230	8.296232	149.241
ENST00000360466.6	1047	727.230	1.483230	26.320
ENST00000400930.8	1021	701.230	0.106701	1.826
ENST00000435198.5	1056	736.230	0.680484	12.225
ENST00000509720.5	472	168.868	0.324394	1.337
ENST00000422076.5	643	325.794	0.590904	4.697
ENST00000502382.1	530	219.409	0.000000	0.000
ENST00000488418.2	750	430.896	1.394691	14.664
ENST00000379116.10	3050	2730.230	0.000000	0.000
ENST00000338555.6	3475	3155.230	0.000000	0.000
ENST00000400928.7	2731	2411.230	0.105336	6.198
ENST00000470022.1	645	327.724	0.000000	0.000
ENST00000325425.12	2679	2359.230	0.135536	7.802
ENST00000379099.3	923	603.273	0.000000	0.000
ENST00000354700.10	3793	3473.230	5.856790	496.361
ENST00000353662.4	2280	1960.230	0.000000	0.000
ENST00000379031.10	1257	937.230	7.447598	170.321
ENST00000467712.1	877	557.329	2.358198	32.070
ENST00000540437.5	2629	2309.230	0.240087	13.528
ENST00000545578.5	2263	1943.230	0.000000	0.000
ENST00000620829.4	1862	1542.230	0.000000	0.000
ENST00000618806.4	1523	1203.230	0.000000	0.000
ENST00000435064.5	2148	1828.230	21.277094	949.178
ENST00000411962.5	1832	1512.230	0.000000	0.000
ENST00000421495.6	1868	1548.230	0.377277	14.253
ENST00000419704.5	1798	1478.230	0.000000	0.000
ENST00000450926.6	1839	1519.230	0.000000	0.000
ENST00000434694.6	1056	736.230	0.000000	0.000
ENST00000526332.5	579	264.592	0.000000	0.000
ENST00000527719.5	750	430.896	0.000000	0.000
ENST00000530031.5	800	480.558	0.000000	0.000
ENST00000429572.5	1104	784.230	1.684976	32.243
ENST00000534345.5	485	179.854	0.296156	1.300
ENST00000498476.6	554	241.312	0.000000	0.000
ENST00000343938.9	2154	1834.230	13.556770	606.757
ENST00000488011.1	783	463.648	0.429485	4.859
ENST00000339381.6	3475	3155.230	0.025977	2.000
ENST00000378891.9	2926	2606.230	15.610435	992.733
ENST00000378888.10	3305	2985.230	3.473480	253.016
ENST00000610709.2	2268	1948.230	0.000000	0.000
ENST00000632445.1	785	465.637	0.000000	0.000
ENST00000631679.1	778	458.673	1.780905	19.932
ENST00000342753.8	2231	1911.230	0.000000	0.000
ENST00000309212.10	2273	1953.230	0.000000	0.000
ENST00000445648.5	2001	1681.230	0.000000	0.000
ENST00000477278.3	2728	2408.230	0.000000	0.000
ENST00000338370.7	1072	752.230	4.130338	75.813
ENST00000338338.9	1047	727.230	33.766842	599.193
ENST00000321751.9	798	478.567	5.999555	70.059
ENST00000378853.3	875	555.334	47.129045	638.627
ENST00000400809.8	3112	2792.230	4.931170	335.974
ENST00000408952.8	1857	1537.230	0.000000	0.000
ENST00000408918.8	1186	866.230	14.728534	311.313
ENST00000497013.1	548	235.794	0.000000	0.000
ENST00000344843.12	700	381.518	91.551634	852.287
ENST00000492508.1	588	273.074	3.162400	21.072
ENST00000482352.1	1049	729.230	2.345726	41.739
ENST00000520296.5	1632	1312.230	0.093693	3.000
ENST00000427211.3	1976	1656.230	0.000000	0.000
ENST00000537107.5	2190	1870.230	0.000000	0.000
ENST00000454272.2	1506	1186.230	0.000000	0.000
ENST00000442470.1	876	556.331	0.000000	0.000
ENST00000378821.3	492	185.832	0.000000	0.000
ENST00000495558.1	819	499.482	0.000000	0.000
ENST00000338660.5	2147	1827.230	0.076768	3.423
ENST00000476993.2	4492	4172.230	0.035138	3.577
ENST00000471398.1	458	157.297	0.000000	0.000
ENST00000378785.7	3864	3544.230	0.023199	2.006
ENST00000475091.2	525	214.913	0.000000	0.000
ENST00000673477.1	4098	3778.230	2.043773	188.419
ENST00000308647.8	2114	1794.230	4.702035	205.858
ENST00000378756.8	2481	2161.230	13.419439	707.685
ENST00000378755.9	2612	2292.230	0.062000	3.468
ENST00000536055.6	2330	2010.230	0.177132	8.689
ENST00000400830.4	830	510.442	0.129601	1.614
ENST00000378733.9	1381	1061.230	0.000000	0.000
ENST00000425828.1	717	398.264	0.102902	1.000
ENST00000624426.1	796	476.579	0.085992	1.000
ENST00000291386.4	1284	964.230	110.038156	2588.980
ENST00000359060.5	4176	3856.230	3.057512	287.697
ENST00000422725.4	2124	1804.230	5.360624	236.000
ENST00000520777.5	3321	3001.230	0.250021	18.310
ENST00000355826.9	3290	2970.230	1.473964	106.827
ENST00000518681.5	3116	2796.230	0.516369	35.232
ENST00000505820.6	3305	2985.230	0.000000	0.000
ENST00000378712.5	2890	2570.230	0.000000	0.000
ENST00000510793.5	889	569.312	0.567016	7.877
ENST00000504599.5	3311	2991.230	0.000000	0.000
ENST00000503789.5	576	261.778	0.000000	0.000
ENST00000378708.5	3012	2692.230	0.000000	0.000
ENST00000514234.5	2562	2242.230	0.211580	11.576
ENST00000483015.1	1058	738.230	0.717629	12.927
ENST00000472264.1	556	243.151	0.000000	0.000
ENST00000356026.10	1248	928.230	0.000000	0.000
ENST00000378675.7	1309	989.230	0.000000	0.000
ENST00000479814.5	903	583.295	0.000000	0.000
ENST00000435358.5	750	430.896	0.000000	0.000
ENST00000503792.1	799	479.563	0.000000	0.000
ENST00000341832.10	2998	2678.230	11.844955	774.080
ENST00000407249.7	2677	2357.230	5.156580	296.598
ENST00000340677.9	2534	2214.230	5.385377	290.967
ENST00000629289.2	2490	2170.230	0.000000	0.000
ENST00000626918.2	2457	2137.230	0.000000	0.000
ENST00000629312.2	2496	2176.230	0.000000	0.000
ENST00000614300.4	2156	1836.230	0.091547	4.102
ENST00000617444.5	6434	6114.230	1.641040	244.831
ENST00000611123.1	5948	5628.230	10.240892	1406.418
ENST00000404249.8	2984	2664.230	5.916218	384.610
ENST00000356200.7	2653	2333.230	0.000000	0.000
ENST00000378638.6	2429	2109.230	0.069878	3.596
ENST00000357760.6	2446	2126.230	0.000000	0.000
ENST00000358779.9	2419	2099.230	3.370613	172.653
ENST00000378633.5	2458	2138.230	1.542223	80.465
ENST00000479362.1	700	381.518	1.415866	13.181
ENST00000401096.2	450	150.864	2.174445	8.005
ENST00000355439.7	2156	1836.230	0.697856	31.268
ENST00000643905.1	6293	5973.230	1.082890	157.833
ENST00000341426.9	3235	2915.230	22.067258	1569.733
ENST00000341991.7	3098	2778.230	8.995316	609.803
ENST00000378625.5	3653	3333.230	5.937792	482.942
ENST00000342348.9	1722	1402.230	4.843505	165.723
ENST00000469045.5	890	570.310	1.596464	22.216
ENST00000610897.4	3145	2825.230	15.172030	1045.929
ENST00000615252.4	3048	2728.230	0.169761	11.301
ENST00000378609.9	3163	2843.230	154.909016	10747.153
ENST00000439272.6	602	286.379	2.999699	20.962
ENST00000434686.6	684	365.776	23.516698	209.892
ENST00000437146.1	423	129.988	1.678541	5.324
ENST00000378604.3	769	449.735	0.000000	0.000
ENST00000307786.8	670	352.064	0.000000	0.000
ENST00000378602.3	1118	798.230	0.453807	8.839
ENST00000310991.8	935	615.266	0.978929	14.697
ENST00000378598.4	483	178.156	0.000000	0.000
ENST00000416272.1	313	61.732	0.000000	0.000
ENST00000642590.1	3476	3156.230	0.000000	0.000
ENST00000493964.5	5247	4927.230	0.000000	0.000
ENST00000378590.4	441	143.763	0.000000	0.000
ENST00000638411.1	1282	962.230	0.000000	0.000
ENST00000378585.7	1914	1594.230	0.000000	0.000
ENST00000640067.1	1632	1312.230	0.000000	0.000
ENST00000638771.1	1707	1387.230	0.000000	0.000
ENST00000640949.1	1684	1364.230	0.000000	0.000
ENST00000640030.1	1578	1258.230	0.000000	0.000
