Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2442.125	0.000000	0.000
ENST00000335137.4	1054	878.125	0.000000	0.000
ENST00000426406.3	995	819.125	0.000000	0.000
ENST00000420190.6	1578	1402.125	0.000000	0.000
ENST00000437963.5	387	213.836	0.000000	0.000
ENST00000342066.8	2557	2381.125	0.000000	0.000
ENST00000618181.4	2179	2003.125	0.000000	0.000
ENST00000622503.4	2557	2381.125	0.000000	0.000
ENST00000618323.4	2159	1983.125	0.000000	0.000
ENST00000616016.4	2391	2215.125	0.000000	0.000
ENST00000618779.4	2368	2192.125	0.000000	0.000
ENST00000616125.4	2230	2054.125	0.000000	0.000
ENST00000620200.4	1874	1698.125	0.024745	2.000
ENST00000617307.4	2314	2138.125	0.000000	0.000
ENST00000341065.8	2191	2015.125	0.000000	0.000
ENST00000455979.1	1731	1555.125	0.000000	0.000
ENST00000327044.7	2757	2581.125	15.893864	1952.626
ENST00000338591.8	2567	2391.125	1.794594	204.244
ENST00000622660.1	1950	1774.125	1.508691	127.399
ENST00000379410.8	3176	3000.125	0.240544	34.349
ENST00000379409.6	2455	2279.125	0.042874	4.651
ENST00000379407.7	2194	2018.125	0.000000	0.000
ENST00000491024.1	698	522.158	0.000000	0.000
ENST00000341290.6	3035	2859.125	0.000000	0.000
ENST00000433179.3	3340	3164.125	0.000000	0.000
ENST00000428771.6	1040	864.125	0.000000	0.000
ENST00000304952.10	899	723.129	0.000000	0.000
ENST00000484667.2	667	491.174	0.000000	0.000
ENST00000624697.4	787	611.145	0.000000	0.000
ENST00000624652.1	657	481.181	0.000000	0.000
ENST00000649529.1	637	461.194	20.297518	445.561
ENST00000379370.7	7326	7150.125	7.590737	2583.320
ENST00000620552.4	7394	7218.125	0.053241	18.292
ENST00000652369.1	7408	7232.125	0.000000	0.000
ENST00000651234.1	7477	7301.125	0.000000	0.000
ENST00000453464.3	1900	1724.125	0.000000	0.000
ENST00000379339.5	2429	2253.125	0.044681	4.792
ENST00000421241.6	1841	1665.125	2.131306	168.917
ENST00000379320.5	2324	2148.125	0.023393	2.392
ENST00000379319.5	1097	921.125	0.000000	0.000
ENST00000434641.5	842	666.133	0.151699	4.810
ENST00000462097.5	836	660.133	0.092754	2.914
ENST00000475119.5	740	564.149	0.044183	1.186
ENST00000442117.5	554	378.347	0.145812	2.626
ENST00000427787.5	575	399.291	0.000000	0.000
ENST00000480643.1	579	403.279	0.000000	0.000
ENST00000379290.6	2307	2131.125	0.000000	0.000
ENST00000379289.6	2288	2112.125	0.000000	0.000
ENST00000673999.1	568	392.308	0.000000	0.000
ENST00000379288.3	2114	1938.125	0.000000	0.000
ENST00000328596.10	851	675.132	0.000000	0.000
ENST00000379268.7	1083	907.125	0.418333	18.062
ENST00000486728.5	727	551.152	0.150240	3.941
ENST00000379265.5	705	529.156	0.000000	0.000
ENST00000379236.4	1075	899.125	1.030994	44.122
ENST00000360001.11	1956	1780.125	72.819285	6169.892
ENST00000660930.1	2137	1961.125	3.901496	364.181
ENST00000263741.12	2079	1903.125	0.000000	0.000
ENST00000655486.1	1089	913.125	89.262860	3879.554
ENST00000403997.2	728	552.152	0.000000	0.000
ENST00000379198.5	2805	2629.125	9.670458	1210.149
ENST00000330388.2	1036	860.125	0.000000	0.000
ENST00000347370.6	2387	2211.125	3.579827	376.752
ENST00000349431.10	1733	1557.125	12.987944	962.597
ENST00000400929.6	1057	881.125	7.590525	318.339
ENST00000360466.6	1047	871.125	1.197997	49.673
ENST00000400930.8	1021	845.125	1.965983	79.083
ENST00000435198.5	1056	880.125	0.000000	0.000
ENST00000509720.5	472	296.868	0.000000	0.000
ENST00000422076.5	643	467.189	0.000000	0.000
ENST00000502382.1	530	354.431	0.075393	1.272
ENST00000488418.2	750	574.149	0.698630	19.092
ENST00000379116.10	3050	2874.125	0.305536	41.797
ENST00000338555.6	3475	3299.125	0.251815	39.542
ENST00000400928.7	2731	2555.125	0.000000	0.000
ENST00000470022.1	645	469.188	0.090134	2.013
ENST00000325425.12	2679	2503.125	0.051954	6.190
ENST00000379099.3	923	747.129	0.087087	3.097
ENST00000354700.10	3793	3617.125	5.501535	947.170
ENST00000353662.4	2280	2104.125	0.000000	0.000
ENST00000379031.10	1257	1081.125	6.543144	336.700
ENST00000467712.1	877	701.130	0.000000	0.000
ENST00000540437.5	2629	2453.125	0.000000	0.000
ENST00000545578.5	2263	2087.125	0.000000	0.000
ENST00000620829.4	1862	1686.125	0.000000	0.000
ENST00000618806.4	1523	1347.125	0.000000	0.000
ENST00000435064.5	2148	1972.125	20.776690	1950.255
ENST00000411962.5	1832	1656.125	0.000000	0.000
ENST00000421495.6	1868	1692.125	0.136610	11.003
ENST00000419704.5	1798	1622.125	0.000000	0.000
ENST00000450926.6	1839	1663.125	0.000000	0.000
ENST00000434694.6	1056	880.125	0.000000	0.000
ENST00000526332.5	579	403.279	0.000000	0.000
ENST00000527719.5	750	574.149	0.000000	0.000
ENST00000530031.5	800	624.140	0.000000	0.000
ENST00000429572.5	1104	928.125	0.000000	0.000
ENST00000534345.5	485	309.728	0.000000	0.000
ENST00000498476.6	554	378.347	0.000000	0.000
ENST00000343938.9	2154	1978.125	12.008898	1130.674
ENST00000488011.1	783	607.145	0.264050	7.631
ENST00000339381.6	3475	3299.125	0.076419	12.000
ENST00000378891.9	2926	2750.125	7.599489	994.758
ENST00000378888.10	3305	3129.125	0.619846	92.318
ENST00000610709.2	2268	2092.125	0.000000	0.000
ENST00000632445.1	785	609.145	0.340557	9.874
ENST00000631679.1	778	602.146	0.000000	0.000
ENST00000342753.8	2231	2055.125	0.000000	0.000
ENST00000309212.10	2273	2097.125	0.000000	0.000
ENST00000445648.5	2001	1825.125	0.000000	0.000
ENST00000477278.3	2728	2552.125	0.000000	0.000
ENST00000338370.7	1072	896.125	2.985923	127.358
ENST00000338338.9	1047	871.125	22.834468	946.787
ENST00000321751.9	798	622.140	15.318792	453.621
ENST00000378853.3	875	699.130	26.614527	885.640
ENST00000400809.8	3112	2936.125	4.882578	682.346
ENST00000408952.8	1857	1681.125	0.000000	0.000
ENST00000408918.8	1186	1010.125	10.519752	505.780
ENST00000497013.1	548	372.369	0.333369	5.909
ENST00000344843.12	700	524.157	89.380236	2229.888
ENST00000492508.1	588	412.260	3.466049	68.012
ENST00000482352.1	1049	873.125	1.775259	73.777
ENST00000520296.5	1632	1456.125	0.000000	0.000
ENST00000427211.3	1976	1800.125	0.000000	0.000
ENST00000537107.5	2190	2014.125	0.041725	4.000
