Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2430.146	0.000000	0.000
ENST00000335137.4	1054	866.146	0.000000	0.000
ENST00000426406.3	995	807.146	0.000000	0.000
ENST00000420190.6	1578	1390.146	0.000000	0.000
ENST00000437963.5	387	202.694	0.000000	0.000
ENST00000342066.8	2557	2369.146	0.000000	0.000
ENST00000618181.4	2179	1991.146	0.000000	0.000
ENST00000622503.4	2557	2369.146	0.000000	0.000
ENST00000618323.4	2159	1971.146	0.000000	0.000
ENST00000616016.4	2391	2203.146	0.000000	0.000
ENST00000618779.4	2368	2180.146	0.000000	0.000
ENST00000616125.4	2230	2042.146	0.000000	0.000
ENST00000620200.4	1874	1686.146	0.000000	0.000
ENST00000617307.4	2314	2126.146	0.000000	0.000
ENST00000341065.8	2191	2003.146	0.094876	8.584
ENST00000455979.1	1731	1543.146	0.000000	0.000
ENST00000327044.7	2757	2569.146	8.338624	967.591
ENST00000338591.8	2567	2379.146	0.488085	52.448
ENST00000622660.1	1950	1762.146	0.433518	34.503
ENST00000379410.8	3176	2988.146	0.150591	20.324
ENST00000379409.6	2455	2267.146	0.114026	11.676
ENST00000379407.7	2194	2006.146	0.000000	0.000
ENST00000491024.1	698	510.195	0.000000	0.000
ENST00000341290.6	3035	2847.146	0.000000	0.000
ENST00000433179.3	3340	3152.146	0.000000	0.000
ENST00000428771.6	1040	852.146	0.104800	4.034
ENST00000304952.10	899	711.167	0.376045	12.079
ENST00000484667.2	667	479.211	0.000000	0.000
ENST00000624697.4	787	599.174	0.000000	0.000
ENST00000624652.1	657	469.219	0.000000	0.000
ENST00000649529.1	637	449.237	16.806225	341.000
ENST00000379370.7	7326	7138.146	9.493780	3060.787
ENST00000620552.4	7394	7206.146	0.101517	33.041
ENST00000652369.1	7408	7220.146	0.135711	44.256
ENST00000651234.1	7477	7289.146	0.000000	0.000
ENST00000453464.3	1900	1712.146	0.038795	3.000
ENST00000379339.5	2429	2241.146	0.026142	2.646
ENST00000421241.6	1841	1653.146	1.004917	75.033
ENST00000379320.5	2324	2136.146	0.000000	0.000
ENST00000379319.5	1097	909.146	0.000000	0.000
ENST00000434641.5	842	654.170	0.000000	0.000
ENST00000462097.5	836	648.170	0.045081	1.320
ENST00000475119.5	740	552.180	0.000000	0.000
ENST00000442117.5	554	366.423	0.160673	2.659
ENST00000427787.5	575	387.349	0.000000	0.000
ENST00000480643.1	579	391.340	0.632223	11.175
