Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2457.033	0.000000	0.000
ENST00000335137.4	1054	893.033	0.000000	0.000
ENST00000426406.3	995	834.033	0.000000	0.000
ENST00000420190.6	1578	1417.033	0.000000	0.000
ENST00000437963.5	387	226.634	0.000000	0.000
ENST00000342066.8	2557	2396.033	0.000000	0.000
ENST00000618181.4	2179	2018.033	0.000000	0.000
ENST00000622503.4	2557	2396.033	0.000000	0.000
ENST00000618323.4	2159	1998.033	0.000000	0.000
ENST00000616016.4	2391	2230.033	0.000000	0.000
ENST00000618779.4	2368	2207.033	0.000000	0.000
ENST00000616125.4	2230	2069.033	0.000000	0.000
ENST00000620200.4	1874	1713.033	0.000000	0.000
ENST00000617307.4	2314	2153.033	0.000000	0.000
ENST00000341065.8	2191	2030.033	0.000000	0.000
ENST00000455979.1	1731	1570.033	0.041330	5.000
ENST00000327044.7	2757	2596.033	11.728945	2346.174
ENST00000338591.8	2567	2406.033	0.347363	64.399
ENST00000622660.1	1950	1789.033	0.156783	21.613
ENST00000379410.8	3176	3015.033	0.068514	15.917
ENST00000379409.6	2455	2294.033	0.043304	7.654
ENST00000379407.7	2194	2033.033	0.028269	4.428
ENST00000491024.1	698	537.042	0.000000	0.000
ENST00000341290.6	3035	2874.033	0.000000	0.000
ENST00000433179.3	3340	3179.033	0.000000	0.000
ENST00000428771.6	1040	879.033	0.103774	7.029
ENST00000304952.10	899	738.035	0.536763	30.525
ENST00000484667.2	667	506.046	0.000000	0.000
ENST00000624697.4	787	626.040	0.034796	1.678
ENST00000624652.1	657	496.046	0.000000	0.000
ENST00000649529.1	637	476.049	7.969252	292.322
ENST00000379370.7	7326	7165.033	11.312093	6245.285
ENST00000620552.4	7394	7233.033	0.185729	103.512
ENST00000652369.1	7408	7247.033	0.061043	34.087
ENST00000651234.1	7477	7316.033	0.000000	0.000
ENST00000453464.3	1900	1739.033	0.044777	6.000
ENST00000379339.5	2429	2268.033	0.224550	39.242
ENST00000421241.6	1841	1680.033	1.519672	196.725
ENST00000379320.5	2324	2163.033	0.000000	0.000
ENST00000379319.5	1097	936.033	0.000000	0.000
ENST00000434641.5	842	681.039	0.041029	2.153
ENST00000462097.5	836	675.039	0.024059	1.251
ENST00000475119.5	740	579.041	0.076616	3.418
ENST00000442117.5	554	393.075	0.000000	0.000
ENST00000427787.5	575	414.066	0.000000	0.000
ENST00000480643.1	579	418.064	0.191197	6.159
ENST00000379290.6	2307	2146.033	0.000000	0.000
ENST00000379289.6	2288	2127.033	0.000000	0.000
ENST00000673999.1	568	407.069	0.000000	0.000
ENST00000379288.3	2114	1953.033	0.000000	0.000
ENST00000328596.10	851	690.039	0.000000	0.000
ENST00000379268.7	1083	922.033	0.664965	47.243
ENST00000486728.5	727	566.041	0.135908	5.928
ENST00000379265.5	705	544.042	0.043641	1.829
ENST00000379236.4	1075	914.033	0.090365	6.364
ENST00000360001.11	1956	1795.033	51.194093	7080.818
ENST00000660930.1	2137	1976.033	3.821594	581.875
ENST00000263741.12	2079	1918.033	0.000000	0.000
ENST00000655486.1	1089	928.033	18.595373	1329.718
ENST00000403997.2	728	567.041	0.459777	20.089
ENST00000379198.5	2805	2644.033	2.056629	419.000
ENST00000330388.2	1036	875.033	0.075031	5.059
ENST00000347370.6	2387	2226.033	1.907267	327.140
ENST00000349431.10	1733	1572.033	5.351198	648.192
ENST00000400929.6	1057	896.033	1.704805	117.704
ENST00000360466.6	1047	886.033	0.154504	10.548
ENST00000400930.8	1021	860.033	0.138825	9.200
ENST00000435198.5	1056	895.033	0.256282	17.675
ENST00000509720.5	472	311.159	0.000000	0.000
ENST00000422076.5	643	482.049	0.000000	0.000
ENST00000502382.1	530	369.089	0.048838	1.389
ENST00000488418.2	750	589.041	0.511575	23.219
ENST00000379116.10	3050	2889.033	0.018391	4.094
ENST00000338555.6	3475	3314.033	0.071760	18.325
ENST00000400928.7	2731	2570.033	0.188083	37.246
ENST00000470022.1	645	484.048	0.035809	1.336
ENST00000325425.12	2679	2518.033	0.000000	0.000
ENST00000379099.3	923	762.034	0.000000	0.000
ENST00000354700.10	3793	3632.033	2.714928	759.800
ENST00000353662.4	2280	2119.033	0.000000	0.000
ENST00000379031.10	1257	1096.033	1.881078	158.863
ENST00000467712.1	877	716.036	0.240220	13.254
ENST00000540437.5	2629	2468.033	0.000000	0.000
ENST00000545578.5	2263	2102.033	0.000000	0.000
ENST00000620829.4	1862	1701.033	0.000000	0.000
ENST00000618806.4	1523	1362.033	0.000000	0.000
ENST00000435064.5	2148	1987.033	11.156611	1708.160
ENST00000411962.5	1832	1671.033	0.000000	0.000
ENST00000421495.6	1868	1707.033	0.000000	0.000
ENST00000419704.5	1798	1637.033	0.000000	0.000
ENST00000450926.6	1839	1678.033	0.000000	0.000
ENST00000434694.6	1056	895.033	0.000000	0.000
ENST00000526332.5	579	418.064	0.080692	2.599
ENST00000527719.5	750	589.041	0.000000	0.000
ENST00000530031.5	800	639.039	0.000000	0.000
ENST00000429572.5	1104	943.033	0.562632	40.883
ENST00000534345.5	485	324.139	0.272057	6.795
ENST00000498476.6	554	393.075	0.000000	0.000
ENST00000343938.9	2154	1993.033	6.796772	1043.778
ENST00000488011.1	783	622.040	0.248409	11.906
ENST00000339381.6	3475	3314.033	0.199720	51.000
ENST00000378891.9	2926	2765.033	4.988654	1062.857
ENST00000378888.10	3305	3144.033	1.159870	280.988
ENST00000610709.2	2268	2107.033	0.000000	0.000
ENST00000632445.1	785	624.040	0.066715	3.208
ENST00000631679.1	778	617.041	1.453979	69.129
ENST00000342753.8	2231	2070.033	0.132357	21.111
ENST00000309212.10	2273	2112.033	0.000000	0.000
ENST00000445648.5	2001	1840.033	0.000000	0.000
ENST00000477278.3	2728	2567.033	0.142091	28.105
ENST00000338370.7	1072	911.033	1.383210	97.099
ENST00000338338.9	1047	886.033	11.187028	763.758
ENST00000321751.9	798	637.039	2.789095	136.905
ENST00000378853.3	875	714.037	23.566306	1296.592
ENST00000400809.8	3112	2951.033	0.796978	181.222
ENST00000408952.8	1857	1696.033	0.000000	0.000
ENST00000408918.8	1186	1025.033	0.000000	0.000
ENST00000497013.1	548	387.077	0.180897	5.395
ENST00000344843.12	700	539.042	27.791882	1154.334
ENST00000492508.1	588	427.060	0.480275	15.804
ENST00000482352.1	1049	888.033	0.298259	20.409
ENST00000520296.5	1632	1471.033	0.053325	6.044
ENST00000427211.3	1976	1815.033	0.000000	0.000
ENST00000537107.5	2190	2029.033	0.018905	2.956
ENST00000454272.2	1506	1345.033	0.000000	0.000
ENST00000442470.1	876	715.037	0.000000	0.000
ENST00000378821.3	492	331.129	0.000000	0.000
ENST00000495558.1	819	658.039	0.259092	13.137
ENST00000338660.5	2147	1986.033	0.319489	48.892
ENST00000476993.2	4492	4331.033	0.074828	24.971
ENST00000471398.1	458	297.194	0.000000	0.000
