Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2435.867	0.000000	0.000
ENST00000335137.4	1054	871.867	0.000000	0.000
ENST00000426406.3	995	812.867	0.000000	0.000
ENST00000420190.6	1578	1395.867	0.000000	0.000
ENST00000437963.5	387	209.901	0.000000	0.000
ENST00000342066.8	2557	2374.867	0.000000	0.000
ENST00000618181.4	2179	1996.867	0.082896	4.000
ENST00000622503.4	2557	2374.867	0.000000	0.000
ENST00000618323.4	2159	1976.867	0.000000	0.000
ENST00000616016.4	2391	2208.867	0.000000	0.000
ENST00000618779.4	2368	2185.867	0.000000	0.000
ENST00000616125.4	2230	2047.867	0.000000	0.000
ENST00000620200.4	1874	1691.867	0.000000	0.000
ENST00000617307.4	2314	2131.867	0.000000	0.000
ENST00000341065.8	2191	2008.867	0.000000	0.000
ENST00000455979.1	1731	1548.867	0.000000	0.000
ENST00000327044.7	2757	2574.867	18.938397	1178.351
ENST00000338591.8	2567	2384.867	0.833602	48.040
ENST00000622660.1	1950	1767.867	1.008919	43.101
ENST00000379410.8	3176	2993.867	0.125219	9.059
ENST00000379409.6	2455	2272.867	0.144586	7.941
ENST00000379407.7	2194	2011.867	0.000000	0.000
ENST00000491024.1	698	515.989	0.000000	0.000
ENST00000341290.6	3035	2852.867	0.000000	0.000
ENST00000433179.3	3340	3157.867	0.000000	0.000
ENST00000428771.6	1040	857.867	0.000000	0.000
ENST00000304952.10	899	716.894	0.000000	0.000
ENST00000484667.2	667	485.044	0.000000	0.000
ENST00000624697.4	787	604.930	0.000000	0.000
ENST00000624652.1	657	475.064	0.000000	0.000
ENST00000649529.1	637	455.109	16.367449	180.000
ENST00000379370.7	7326	7143.867	3.993504	689.388
ENST00000620552.4	7394	7211.867	0.000000	0.000
ENST00000652369.1	7408	7225.867	0.000000	0.000
ENST00000651234.1	7477	7294.867	0.000000	0.000
ENST00000453464.3	1900	1717.867	0.024090	1.000
ENST00000379339.5	2429	2246.867	0.000000	0.000
ENST00000421241.6	1841	1658.867	1.550552	62.155
ENST00000379320.5	2324	2141.867	0.083104	4.301
ENST00000379319.5	1097	914.867	0.273338	6.043
ENST00000434641.5	842	659.904	0.368637	5.878
ENST00000462097.5	836	653.905	0.000000	0.000
ENST00000475119.5	740	557.958	0.092168	1.243
ENST00000442117.5	554	372.517	0.000000	0.000
ENST00000427787.5	575	393.369	0.000000	0.000
ENST00000480643.1	579	397.348	0.000000	0.000
ENST00000379290.6	2307	2124.867	0.000000	0.000
ENST00000379289.6	2288	2105.867	0.000000	0.000
ENST00000673999.1	568	386.416	0.000000	0.000
ENST00000379288.3	2114	1931.867	0.000000	0.000
ENST00000328596.10	851	668.902	0.000000	0.000
ENST00000379268.7	1083	900.867	0.229685	5.000
ENST00000486728.5	727	544.963	0.000000	0.000
ENST00000379265.5	705	522.982	0.000000	0.000
ENST00000379236.4	1075	892.867	4.669361	100.744
ENST00000360001.11	1956	1773.867	30.398251	1303.005
ENST00000660930.1	2137	1954.867	0.749310	35.396
ENST00000263741.12	2079	1896.867	5.400560	247.544
ENST00000655486.1	1089	906.867	133.124271	2917.275
ENST00000403997.2	728	545.963	0.535978	7.071
ENST00000379198.5	2805	2622.867	5.758907	365.000
ENST00000330388.2	1036	853.867	0.000000	0.000
ENST00000347370.6	2387	2204.867	1.920860	102.342
ENST00000349431.10	1733	1550.867	12.691968	475.642
ENST00000400929.6	1057	874.867	0.277714	5.871
ENST00000360466.6	1047	864.867	4.063481	84.923
ENST00000400930.8	1021	838.867	0.919027	18.629
ENST00000435198.5	1056	873.867	0.000000	0.000
ENST00000509720.5	472	291.688	0.000000	0.000
ENST00000422076.5	643	461.091	0.000000	0.000
ENST00000502382.1	530	348.730	0.000000	0.000
ENST00000488418.2	750	567.950	0.219333	3.010
ENST00000379116.10	3050	2867.867	0.000000	0.000
ENST00000338555.6	3475	3292.867	0.000000	0.000
ENST00000400928.7	2731	2548.867	0.000000	0.000
ENST00000470022.1	645	463.088	0.000000	0.000
ENST00000325425.12	2679	2496.867	0.248635	15.001
ENST00000379099.3	923	740.892	0.000000	0.000
ENST00000354700.10	3793	3610.867	4.815908	420.210
ENST00000353662.4	2280	2097.867	0.000000	0.000
