Name	Length	EffectiveLength	TPM	NumReads
ENST00000641515.2	2618	2436.663	0.000000	0.000
ENST00000335137.4	1054	872.663	0.000000	0.000
ENST00000426406.3	995	813.664	0.000000	0.000
ENST00000420190.6	1578	1396.663	0.000000	0.000
ENST00000437963.5	387	208.551	0.000000	0.000
ENST00000342066.8	2557	2375.663	0.000000	0.000
ENST00000618181.4	2179	1997.663	0.000000	0.000
ENST00000622503.4	2557	2375.663	0.000000	0.000
ENST00000618323.4	2159	1977.663	0.000000	0.000
ENST00000616016.4	2391	2209.663	0.000000	0.000
ENST00000618779.4	2368	2186.663	0.000000	0.000
ENST00000616125.4	2230	2048.663	0.000000	0.000
ENST00000620200.4	1874	1692.663	0.010985	1.000
ENST00000617307.4	2314	2132.663	0.000000	0.000
ENST00000341065.8	2191	2009.663	0.000000	0.000
ENST00000455979.1	1731	1549.663	0.000000	0.000
ENST00000327044.7	2757	2575.663	13.135783	1819.595
ENST00000338591.8	2567	2385.663	1.678247	215.325
ENST00000622660.1	1950	1768.663	1.664568	158.335
ENST00000379410.8	3176	2994.663	0.290201	46.739
ENST00000379409.6	2455	2273.663	0.116628	14.261
ENST00000379407.7	2194	2012.663	0.000000	0.000
ENST00000491024.1	698	516.695	0.000000	0.000
ENST00000341290.6	3035	2853.663	0.000000	0.000
ENST00000433179.3	3340	3158.663	0.000000	0.000
ENST00000428771.6	1040	858.663	0.000000	0.000
ENST00000304952.10	899	717.674	0.031686	1.223
ENST00000484667.2	667	485.710	0.000000	0.000
ENST00000624697.4	787	605.675	0.000000	0.000
ENST00000624652.1	657	475.714	0.000000	0.000
ENST00000649529.1	637	455.724	20.277967	497.000
ENST00000379370.7	7326	7144.663	7.268742	2792.999
ENST00000620552.4	7394	7212.663	0.080931	31.394
ENST00000652369.1	7408	7226.663	0.000000	0.000
ENST00000651234.1	7477	7295.663	0.000000	0.000
ENST00000453464.3	1900	1718.663	0.000000	0.000
ENST00000379339.5	2429	2247.663	0.089151	10.777
ENST00000421241.6	1841	1659.663	2.198012	196.191
ENST00000379320.5	2324	2142.663	0.000000	0.000
ENST00000379319.5	1097	915.663	0.000000	0.000
ENST00000434641.5	842	660.675	0.000000	0.000
ENST00000462097.5	836	654.675	0.097559	3.435
ENST00000475119.5	740	558.682	0.000000	0.000
ENST00000442117.5	554	372.857	0.000000	0.000
ENST00000427787.5	575	393.803	0.000000	0.000
ENST00000480643.1	579	397.797	0.063437	1.357
ENST00000379290.6	2307	2125.663	0.000000	0.000
ENST00000379289.6	2288	2106.663	0.000000	0.000
ENST00000673999.1	568	386.818	0.000000	0.000
ENST00000379288.3	2114	1932.663	0.000000	0.000
ENST00000328596.10	851	669.675	0.000000	0.000
ENST00000379268.7	1083	901.663	0.164974	8.000
ENST00000486728.5	727	545.686	0.000000	0.000
ENST00000379265.5	705	523.693	0.000000	0.000
ENST00000379236.4	1075	893.663	0.166451	8.000
ENST00000360001.11	1956	1774.663	67.242686	6417.866
ENST00000660930.1	2137	1955.663	3.552062	373.598
ENST00000263741.12	2079	1897.663	0.000000	0.000
ENST00000655486.1	1089	907.663	75.707415	3695.667
ENST00000403997.2	728	546.686	0.257364	7.567
ENST00000379198.5	2805	2623.663	8.974471	1266.329
ENST00000330388.2	1036	854.663	0.050367	2.315
ENST00000347370.6	2387	2205.663	3.776738	448.008
ENST00000349431.10	1733	1551.663	12.222245	1019.948
ENST00000400929.6	1057	875.663	8.326720	392.140
ENST00000360466.6	1047	865.663	2.106562	98.074
ENST00000400930.8	1021	839.663	0.273808	12.365
ENST00000435198.5	1056	874.663	0.000000	0.000
ENST00000509720.5	472	291.369	0.000000	0.000
ENST00000422076.5	643	461.722	0.000000	0.000
ENST00000502382.1	530	348.949	0.115974	2.176
ENST00000488418.2	750	568.679	0.427103	13.063
ENST00000379116.10	3050	2868.663	0.267902	41.332
ENST00000338555.6	3475	3293.663	0.160264	28.389
ENST00000400928.7	2731	2549.663	0.000000	0.000
ENST00000470022.1	645	463.721	0.143941	3.590
ENST00000325425.12	2679	2497.663	0.188408	25.308
ENST00000379099.3	923	741.673	0.034629	1.381
ENST00000354700.10	3793	3611.663	5.577497	1083.369
ENST00000353662.4	2280	2098.663	0.000000	0.000
ENST00000379031.10	1257	1075.663	5.846040	338.195
ENST00000467712.1	877	695.675	0.000000	0.000
ENST00000540437.5	2629	2447.663	0.000000	0.000
ENST00000545578.5	2263	2081.663	0.000000	0.000
ENST00000620829.4	1862	1680.663	0.000000	0.000
ENST00000618806.4	1523	1341.663	0.000000	0.000
ENST00000435064.5	2148	1966.663	20.254648	2142.320
ENST00000411962.5	1832	1650.663	0.000000	0.000
ENST00000421495.6	1868	1686.663	0.000000	0.000
ENST00000419704.5	1798	1616.663	0.000000	0.000
ENST00000450926.6	1839	1657.663	0.000000	0.000
ENST00000434694.6	1056	874.663	0.000000	0.000
ENST00000526332.5	579	397.797	0.000000	0.000
ENST00000527719.5	750	568.679	0.089120	2.726
ENST00000530031.5	800	618.675	0.000000	0.000
ENST00000429572.5	1104	922.663	1.310028	65.006
ENST00000534345.5	485	304.240	0.000000	0.000
ENST00000498476.6	554	372.857	0.000000	0.000
ENST00000343938.9	2154	1972.663	13.713436	1454.886
ENST00000488011.1	783	601.676	0.201784	6.529
ENST00000339381.6	3475	3293.663	0.033872	6.000
ENST00000378891.9	2926	2744.663	6.806869	1004.769
ENST00000378888.10	3305	3123.663	0.886695	148.959
ENST00000610709.2	2268	2086.663	0.000000	0.000
ENST00000632445.1	785	603.675	0.000000	0.000
ENST00000631679.1	778	596.676	1.276839	40.974
ENST00000342753.8	2231	2049.663	0.000000	0.000
ENST00000309212.10	2273	2091.663	0.000000	0.000
ENST00000445648.5	2001	1819.663	0.020437	2.000
ENST00000477278.3	2728	2546.663	0.000000	0.000
ENST00000338370.7	1072	890.663	3.526199	168.908
ENST00000338338.9	1047	865.663	21.629204	1006.976
ENST00000321751.9	798	616.675	8.736934	289.764
ENST00000378853.3	875	693.675	25.313227	944.350
ENST00000400809.8	3112	2930.663	4.563258	719.235
ENST00000408952.8	1857	1675.663	0.000000	0.000
ENST00000408918.8	1186	1004.663	10.857019	586.625
ENST00000497013.1	548	366.876	0.000000	0.000
ENST00000344843.12	700	518.694	72.435986	2020.671
ENST00000492508.1	588	406.781	3.576220	78.237
ENST00000482352.1	1049	867.663	1.617155	75.463
ENST00000520296.5	1632	1450.663	0.064088	5.000
ENST00000427211.3	1976	1794.663	0.000000	0.000
ENST00000537107.5	2190	2008.663	0.000000	0.000
ENST00000454272.2	1506	1324.663	0.000000	0.000
ENST00000442470.1	876	694.675	0.000000	0.000
ENST00000378821.3	492	311.170	0.000000	0.000
ENST00000495558.1	819	637.675	0.000000	0.000
ENST00000338660.5	2147	1965.663	0.000000	0.000
ENST00000476993.2	4492	4310.663	0.069015	16.000
ENST00000471398.1	458	277.554	0.000000	0.000
ENST00000378785.7	3864	3682.663	0.206335	40.866
ENST00000475091.2	525	343.971	0.000000	0.000
ENST00000673477.1	4098	3916.663	0.078528	16.541
ENST00000308647.8	2114	1932.663	2.136651	222.085
ENST00000378756.8	2481	2299.663	7.079556	875.588
ENST00000378755.9	2612	2430.663	0.000000	0.000
ENST00000536055.6	2330	2148.663	0.000000	0.000
ENST00000400830.4	830	648.675	0.144573	5.044
ENST00000378733.9	1381	1199.663	0.000000	0.000
ENST00000425828.1	717	535.689	0.000000	0.000
ENST00000624426.1	796	614.675	0.121000	4.000
ENST00000291386.4	1284	1102.663	64.413915	3819.902
ENST00000359060.5	4176	3994.663	3.748923	805.409
ENST00000422725.4	2124	1942.663	6.510494	680.207
ENST00000520777.5	3321	3139.663	0.037916	6.402
ENST00000355826.9	3290	3108.663	0.000000	0.000
ENST00000518681.5	3116	2934.663	0.000000	0.000
ENST00000505820.6	3305	3123.663	0.000000	0.000
ENST00000378712.5	2890	2708.663	0.000000	0.000
ENST00000510793.5	889	707.674	0.000000	0.000
ENST00000504599.5	3311	3129.663	0.722635	121.632
ENST00000503789.5	576	394.801	0.000000	0.000
ENST00000378708.5	3012	2830.663	0.000000	0.000
ENST00000514234.5	2562	2380.663	0.000000	0.000
ENST00000483015.1	1058	876.663	0.205633	9.695
ENST00000472264.1	556	374.850	0.000000	0.000
ENST00000356026.10	1248	1066.663	0.000000	0.000
ENST00000378675.7	1309	1127.663	0.000000	0.000
ENST00000479814.5	903	721.674	0.000000	0.000
ENST00000435358.5	750	568.679	0.000000	0.000
ENST00000503792.1	799	617.675	0.000000	0.000
ENST00000341832.10	2998	2816.663	4.306674	652.389
ENST00000407249.7	2677	2495.663	4.956586	665.271
ENST00000340677.9	2534	2352.663	3.183795	402.842
ENST00000629289.2	2490	2308.663	0.133797	16.613
ENST00000626918.2	2457	2275.663	0.000000	0.000
ENST00000629312.2	2496	2314.663	0.000000	0.000
ENST00000614300.4	2156	1974.663	0.128089	13.603
ENST00000617444.5	6434	6252.663	1.528483	513.991
ENST00000611123.1	5948	5766.663	18.089024	5610.084
ENST00000404249.8	2984	2802.663	5.665364	853.942
ENST00000356200.7	2653	2471.663	0.000000	0.000
ENST00000378638.6	2429	2247.663	0.000000	0.000
ENST00000357760.6	2446	2264.663	0.284552	34.657
ENST00000358779.9	2419	2237.663	1.383159	166.455
ENST00000378633.5	2458	2276.663	0.432562	52.964
ENST00000479362.1	700	518.694	1.865817	52.049
ENST00000401096.2	450	269.680	1.121970	16.273
ENST00000355439.7	2156	1974.663	0.794263	84.350
ENST00000643905.1	6293	6111.663	2.578015	847.373
ENST00000341426.9	3235	3053.663	1.353981	222.363
ENST00000341991.7	3098	2916.663	51.971693	8152.350
ENST00000378625.5	3653	3471.663	14.918363	2785.405
ENST00000342348.9	1722	1540.663	1.924378	159.451
ENST00000469045.5	890	708.674	0.185519	7.071
ENST00000610897.4	3145	2963.663	12.973868	2067.893
ENST00000615252.4	3048	2866.663	0.045649	7.038
ENST00000378609.9	3163	2981.663	199.946883	32062.907
ENST00000439272.6	602	420.761	1.463705	33.122
ENST00000434686.6	684	502.702	2.800890	75.725
ENST00000437146.1	423	243.267	0.000000	0.000
ENST00000378604.3	769	587.677	0.000000	0.000
ENST00000307786.8	670	488.708	0.000000	0.000
ENST00000378602.3	1118	936.663	0.000000	0.000
ENST00000310991.8	935	753.669	0.000000	0.000
ENST00000378598.4	483	302.259	0.000000	0.000
